tf,rank,viper,prior_chipseq,prior_expression,min_fdr,mean_nes,n_methods_supporting,method_consistency,both_families_positive,prior_plausible_club_tf,tier
LIN54,492,0.2578714584952465,,0.2578714584952465,0.8307144264903324,0.2578714584952465,1,,False,False,weak
ZNF765,493,0.2520617087396054,,0.2520617087396054,0.2826740514805492,0.2520617087396054,1,,False,False,weak
SIX4,494,0.24646514472202244,,0.24646514472202244,0.8198289871381619,0.24646514472202244,1,,False,False,weak
NFE2L1,495,0.2425895152371938,0.3336485531769929,0.15791746909921983,0.5393893442128018,0.2425895152371938,1,,True,False,weak
ZNF607,496,0.2384631271063005,,0.2384631271063005,0.4674625247448369,0.2384631271063005,1,,False,False,weak
ZNF785,497,0.23435023335894462,,0.23435023335894462,0.9450356642772304,0.23435023335894462,1,,False,False,weak
SOX9,498,0.19958483467758187,1.2711730833204187,-0.30352513806279185,0.2514278703758947,0.19958483467758187,1,,False,False,weak
ZBTB14,499,0.1911249939397134,,0.1911249939397134,0.736958576165456,0.1911249939397134,1,,False,False,weak
ZNF229,500,0.1600790439089629,,0.1600790439089629,0.8166502555459948,0.1600790439089629,1,,False,False,weak
ZNF483,501,0.15892233773338568,,0.15892233773338568,0.8360931828989026,0.15892233773338568,1,,False,False,weak
ZNF805,502,0.13556708538675283,,0.13556708538675283,0.0966028582943527,0.13556708538675283,1,,False,False,candidate
AHCTF1,503,0.12356355171301049,,0.12356355171301049,0.6033229745056177,0.12356355171301049,1,,False,False,weak
ELK3,504,0.12047545485555294,0.5593786510399924,-0.5763549593541051,0.7028741408461273,0.12047545485555294,1,,False,False,weak
ZNF610,505,0.11711609539529703,,0.11711609539529703,0.4106514589485979,0.11711609539529703,1,,False,False,weak
ZBTB3,506,0.09865824682446603,,0.09865824682446603,0.7994973069770385,0.09865824682446603,1,,False,False,weak
NR4A3,507,0.0958050336105746,,0.0958050336105746,0.8996994484056033,0.0958050336105746,1,,False,False,weak
ZNF544,508,0.08782115882088816,,0.08782115882088816,0.6473127059280523,0.08782115882088816,1,,False,False,weak
GATAD2A,509,0.07568958015745728,,0.07568958015745728,0.5592357155529281,0.07568958015745728,1,,False,False,weak
ZNF629,510,0.02258707209438335,,0.02258707209438335,0.26942263188692,0.02258707209438335,1,,False,False,weak
ZNF789,511,0.019473663013199836,,0.019473663013199836,0.8665894486688046,0.019473663013199836,1,,False,False,weak
MTERF2,512,0.0031009718242523934,,0.0031009718242523934,0.8665894486688046,0.0031009718242523934,1,,False,False,weak
L3MBTL4,513,0.0003009890786594561,,0.0003009890786594561,0.8833729605808649,0.0003009890786594561,1,,False,False,weak
DUX4,514,-0.03138430574414765,-0.3483756372766592,0.3261835818621405,0.8314949675131201,-0.03138430574414765,0,,False,False,weak
SIX3,515,-0.05986532836362036,,-0.05986532836362036,0.8040594919683139,-0.05986532836362036,0,,False,False,weak
ZNF253,516,-0.06512435920592008,,-0.06512435920592008,0.8750809729833869,-0.06512435920592008,0,,False,False,weak
KLF6,517,-0.07094342151445751,0.2839933082453651,-0.1976911800604912,0.7277200730223039,-0.07094342151445751,0,,False,False,weak
ATMIN,518,-0.07922133763628023,,-0.07922133763628023,0.3635691450515505,-0.07922133763628023,0,,False,False,weak
BATF,519,-0.08911230261671406,-1.0382924751440439,0.997842336253792,0.5539433541182788,-0.08911230261671406,0,,False,False,weak
ZSCAN23,520,-0.09087946375534037,,-0.09087946375534037,0.8043712716969734,-0.09087946375534037,0,,False,False,weak
ATF5,521,-0.10224810995322502,,-0.10224810995322502,0.2959213263235707,-0.10224810995322502,0,,False,False,weak
ZNF461,522,-0.10574136099352764,,-0.10574136099352764,0.872948990871848,-0.10574136099352764,0,,False,False,weak
ZNF157,523,-0.11885412137368964,,-0.11885412137368964,0.7044958441562403,-0.11885412137368964,0,,False,False,weak
ZNF213,524,-0.13543995018794205,,-0.13543995018794205,0.7767611663530976,-0.13543995018794205,0,,False,False,weak
SOX13,525,-0.13950296720923752,0.0234725187669556,-0.12240821622036079,0.4491588589005186,-0.13950296720923752,0,,False,False,weak
ZNF345,526,-0.14153103293356845,,-0.14153103293356845,0.9040594781301696,-0.14153103293356845,0,,False,False,weak
CPEB1,527,-0.14589484739115505,,-0.14589484739115505,0.9542370815061856,-0.14589484739115505,0,,False,False,weak
ZNF354B,528,-0.1516104617612169,,-0.1516104617612169,0.3774024977479803,-0.1516104617612169,0,,False,False,weak
ZNF415,529,-0.15772031174503623,,-0.15772031174503623,0.8419532149934617,-0.15772031174503623,0,,False,False,weak
ZNF454,530,-0.17587506817853626,,-0.17587506817853626,0.7469553374134168,-0.17587506817853626,0,,False,False,weak
ZNF597,531,-0.17700045823696214,,-0.17700045823696214,0.8082053337215942,-0.17700045823696214,0,,False,False,weak
ZNF644,532,-0.19110446653830138,-0.4145127769372973,0.03426647220187105,0.7375302307987806,-0.19110446653830138,0,,False,False,weak
NR3C1,533,-0.1926226813906287,-0.5792394046238288,0.14402139980458725,0.6889567278453894,-0.1926226813906287,0,,False,False,weak
ZNF563,534,-0.2035638304901235,,-0.2035638304901235,0.9531057811454596,-0.2035638304901235,0,,False,False,weak
MYRF,535,-0.2223130844475861,,-0.2223130844475861,0.8422141755067968,-0.2223130844475861,0,,False,False,weak
HMG20B,536,-0.24876329667055733,,-0.24876329667055733,0.7247229456190222,-0.24876329667055733,0,,False,False,weak
ZNF467,537,-0.27036911650931095,,-0.27036911650931095,0.5330104688175549,-0.27036911650931095,0,,False,False,weak
ZNF772,538,-0.27069013034535033,,-0.27069013034535033,0.4636145935337485,-0.27069013034535033,0,,False,False,weak
MXD1,539,-0.27459824402383937,,-0.27459824402383937,0.9450356642772304,-0.27459824402383937,0,,False,False,weak
KLF13,540,-0.2770013538299194,-0.8429089894196622,0.2296565774235132,0.5691836189671823,-0.2770013538299194,0,,False,False,weak
NFIL3,541,-0.29567208686305846,,-0.29567208686305846,0.5342516064923387,-0.29567208686305846,0,,False,False,weak
ZNF25,542,-0.29623820707398235,,-0.29623820707398235,0.370573937334122,-0.29623820707398235,0,,False,False,weak
ZNF630,543,-0.2989961343259362,,-0.2989961343259362,0.9045726264756072,-0.2989961343259362,0,,False,False,weak
ZNF347,544,-0.3077823671926449,,-0.3077823671926449,0.9199769996760114,-0.3077823671926449,0,,False,False,weak
MKX,545,-0.3169823051512323,,-0.3169823051512323,0.8793304670547699,-0.3169823051512323,0,,False,False,weak
ZNF536,546,-0.32927163916429675,,-0.32927163916429675,0.8100173175874624,-0.32927163916429675,0,,False,False,weak
MAFG,547,-0.34816765996396337,-0.4797069889001738,-0.2013615820413035,0.3260660198292801,-0.34816765996396337,0,,False,False,weak
HINFP,548,-0.34927121228198016,-0.2012999247790237,-0.28542693408910885,0.9134099987813094,-0.34927121228198016,0,,False,False,weak
NR4A2,549,-0.3600743766895472,0.3151468822298446,-0.6628220465559551,0.6976844833062664,-0.3600743766895472,0,,False,False,weak
GTF2IRD1,550,-0.36187148843606476,,-0.36187148843606476,0.9006739960459239,-0.36187148843606476,0,,False,False,weak
TBX10,551,-0.3631289128693159,,-0.3631289128693159,0.7021420916207964,-0.3631289128693159,0,,False,False,weak
ZNF559,552,-0.38791561202663255,,-0.38791561202663255,0.9006739960459239,-0.38791561202663255,0,,False,False,weak
DACH1,553,-0.3955130608707838,0.0483266786247212,-0.3604645709037122,0.8922172338705265,-0.3955130608707838,0,,False,False,weak
ZNF721,554,-0.4150662387124593,,-0.4150662387124593,0.8489459124951036,-0.4150662387124593,0,,False,False,weak
ZNF658,555,-0.44557444068958557,,-0.44557444068958557,0.7906214453029873,-0.44557444068958557,0,,False,False,weak
AKAP8L,556,-0.4471822673611756,,-0.4471822673611756,0.1943414440653203,-0.4471822673611756,0,,False,False,weak
CAMTA2,557,-0.47760605366915265,,-0.47760605366915265,0.6360209784421424,-0.47760605366915265,0,,False,False,weak
ZNF224,558,-0.48525267014263235,,-0.48525267014263235,0.714983347198983,-0.48525267014263235,0,,False,False,weak
TBX22,559,-0.4867168941794932,,-0.4867168941794932,0.5936070346125817,-0.4867168941794932,0,,False,False,weak
PIN1,560,-0.5089944748946768,,-0.5089944748946768,0.7228470859886009,-0.5089944748946768,0,,False,False,weak
SETBP1,561,-0.5117537429609251,,-0.5117537429609251,0.8148627299957769,-0.5117537429609251,0,,False,False,weak
ZNF674,562,-0.5222457740233913,,-0.5222457740233913,0.7705643788695093,-0.5222457740233913,0,,False,False,weak
ZNF410,563,-0.5344756124645428,,-0.5344756124645428,0.7046959794478643,-0.5344756124645428,0,,False,False,weak
ZNF431,564,-0.5375515296732095,,-0.5375515296732095,0.293416432361871,-0.5375515296732095,0,,False,False,weak
SPI1,565,-0.5381613079635276,-0.3733786170183151,-0.3859645531120412,0.8525391764432019,-0.5381613079635276,0,,False,False,weak
ZBTB48,566,-0.5393884149695745,,-0.5393884149695745,0.7247229456190222,-0.5393884149695745,0,,False,False,weak
RELA,567,-0.5549714197012957,-1.02685712759763,-0.047264874084527016,0.3493701494459953,-0.5549714197012957,0,,False,False,weak
ATF6B,568,-0.5554797944904362,,-0.5554797944904362,0.8419532149934617,-0.5554797944904362,0,,False,False,weak
KAT7,569,-0.5669625408474842,,-0.5669625408474842,0.8408147713637927,-0.5669625408474842,0,,False,False,weak
IRF8,570,-0.5930818535673522,-0.8847842150834268,0.4654906826502131,0.5146236150089952,-0.5930818535673522,0,,False,False,weak
ZNF852,571,-0.5970741254828255,,-0.5970741254828255,0.8307551133034806,-0.5970741254828255,0,,False,False,weak
FOXP1,572,-0.6023382139242045,-0.6422756822613006,-0.3729987940607735,0.5488002465310396,-0.6023382139242045,0,,False,False,weak
FOXK2,573,-0.6287597785867594,0.0787658019866644,-0.5673505014760832,0.5250629161210034,-0.6287597785867594,0,,False,False,weak
ZBTB1,574,-0.6372308657915929,,-0.6372308657915929,0.5328141414812813,-0.6372308657915929,0,,False,False,weak
ZBED3,575,-0.6482220418321228,,-0.6482220418321228,0.2812812341432752,-0.6482220418321228,0,,False,False,weak
ZNF598,576,-0.6508015099683557,,-0.6508015099683557,0.519184374869837,-0.6508015099683557,0,,False,False,weak
SAFB2,577,-0.6585328140304985,,-0.6585328140304985,0.7942420016532812,-0.6585328140304985,0,,False,False,weak
SNAI3,578,-0.6620556592159592,,-0.6620556592159592,0.7553119390010952,-0.6620556592159592,0,,False,False,weak
GMEB1,579,-0.6977023080350302,,-0.6977023080350302,0.7740938616578324,-0.6977023080350302,0,,False,False,weak
ZBTB45,580,-0.6990269584753805,,-0.6990269584753805,0.6980624948478242,-0.6990269584753805,0,,False,False,weak
FOXR1,581,-0.7006916345015899,,-0.7006916345015899,0.7965724935878727,-0.7006916345015899,0,,False,False,weak
HOXB2,582,-0.7045581643878595,,-0.7045581643878595,0.799548690183844,-0.7045581643878595,0,,False,False,weak
ZNF276,583,-0.7085821755454935,,-0.7085821755454935,0.8264244107758196,-0.7085821755454935,0,,False,False,weak
ZBTB43,584,-0.7268278153969032,,-0.7268278153969032,0.7017746298940186,-0.7268278153969032,0,,False,False,weak
ZNF747,585,-0.7273192379284195,,-0.7273192379284195,0.6216499355169687,-0.7273192379284195,0,,False,False,weak
NFKB2,586,-0.7275231422541064,-0.6654590625895294,-0.02357732981367254,0.6774790356654307,-0.7275231422541064,0,,False,False,weak
ZNF468,587,-0.729581990820482,,-0.729581990820482,0.4736212569507104,-0.729581990820482,0,,False,False,weak
POGK,588,-0.7339196088107517,,-0.7339196088107517,0.3278183587090293,-0.7339196088107517,0,,False,False,weak
KDM2B,589,-0.7417988074058509,,-0.7417988074058509,0.3252787343650368,-0.7417988074058509,0,,False,False,weak
ZNF43,590,-0.7419313037256865,,-0.7419313037256865,0.6431275076280087,-0.7419313037256865,0,,False,False,weak
SETDB2,591,-0.7446676364003604,,-0.7446676364003604,0.7781789546970102,-0.7446676364003604,0,,False,False,weak
ZNF235,592,-0.7552168849398783,,-0.7552168849398783,0.7992858736954289,-0.7552168849398783,0,,False,False,weak
TRERF1,593,-0.7803164735740334,,-0.7803164735740334,0.5761767374557365,-0.7803164735740334,0,,False,False,weak
ZNF568,594,-0.7903355685467727,,-0.7903355685467727,0.6521844198095096,-0.7903355685467727,0,,False,False,weak
HOXC4,595,-0.8005669842753371,,-0.8005669842753371,0.4698094772878106,-0.8005669842753371,0,,False,False,weak
ZNF48,596,-0.8122762354249287,,-0.8122762354249287,0.6583568379440111,-0.8122762354249287,0,,False,False,weak
ZNF571,597,-0.8226052019621385,,-0.8226052019621385,0.7819015067023519,-0.8226052019621385,0,,False,False,weak
ZNF200,598,-0.8286254046978332,,-0.8286254046978332,0.8100173175874624,-0.8286254046978332,0,,False,False,weak
ZSCAN2,599,-0.8287041805109996,,-0.8287041805109996,0.4591447278112076,-0.8287041805109996,0,,False,False,weak
TCF12,600,-0.8436240029949281,-0.6045417562493489,-0.4514693480228315,0.4192348321599494,-0.8436240029949281,0,,False,False,weak
TFEC,601,-0.8633535787043594,,-0.8633535787043594,0.6846726420547086,-0.8633535787043594,0,,False,False,weak
ZNF75A,602,-0.8670570136142028,,-0.8670570136142028,0.5936070346125817,-0.8670570136142028,0,,False,False,weak
NFIA,603,-0.8680938713206847,,-0.8680938713206847,0.7442149471499132,-0.8680938713206847,0,,False,False,weak
PRDM16,604,-0.8737882501377543,-0.3564119296998603,-0.8054467155308825,0.7767665146988068,-0.8737882501377543,0,,False,False,weak
MSANTD4,605,-0.8758422467120425,,-0.8758422467120425,0.714983347198983,-0.8758422467120425,0,,False,False,weak
TBP,606,-0.8867583948865936,-0.26400209021035614,-0.684383461869183,0.504290013966989,-0.8867583948865936,0,,False,False,weak
SKIL,607,-0.903144730030467,,-0.903144730030467,0.7228470859886009,-0.903144730030467,0,,False,False,weak
ARID5A,608,-0.9054018792420121,,-0.9054018792420121,0.7215612303440231,-0.9054018792420121,0,,False,False,weak
GPBP1,609,-0.9166025484695149,,-0.9166025484695149,0.7465205433402813,-0.9166025484695149,0,,False,False,weak
ZNF419,610,-0.9177986186934918,,-0.9177986186934918,0.7044958441562403,-0.9177986186934918,0,,False,False,weak
SIX5,611,-0.922034544709098,-0.07290904153273185,-0.9444872548793798,0.4491588589005186,-0.922034544709098,0,,False,False,weak
IRF3,612,-0.9324845816412493,-0.9409710942375601,-0.29938146002648724,0.5870809413942457,-0.9324845816412493,0,,False,False,weak
ZFP2,613,-0.9357105660487822,,-0.9357105660487822,0.7271217730642248,-0.9357105660487822,0,,False,False,weak
ZNF623,614,-0.9599211389347425,,-0.9599211389347425,0.4821907940354715,-0.9599211389347425,0,,False,False,weak
NR4A1,615,-0.9642409546922954,-0.1687981345402454,-0.9372530813335662,0.6451203920176827,-0.9642409546922954,0,,False,False,weak
DPF1,616,-0.9722920224465696,,-0.9722920224465696,0.6248093176082945,-0.9722920224465696,0,,False,False,weak
ZNF358,617,-0.9777445684857983,,-0.9777445684857983,0.5511384549690543,-0.9777445684857983,0,,False,False,weak
SOX12,618,-1.0005225039427939,,-1.0005225039427939,0.6355824779182396,-1.0005225039427939,0,,False,False,weak
ZBTB17,619,-1.0044367940957482,,-1.0044367940957482,0.396509311385389,-1.0044367940957482,0,,False,False,weak
ZNF317,620,-1.0063699075194616,,-1.0063699075194616,0.6976387811558137,-1.0063699075194616,0,,False,False,weak
ZNF140,621,-1.0079499467035469,,-1.0079499467035469,0.7101840037456472,-1.0079499467035469,0,,False,False,weak
ZNF425,622,-1.014564731157999,,-1.014564731157999,0.7017746298940186,-1.014564731157999,0,,False,False,weak
CGGBP1,623,-1.021118068266701,,-1.021118068266701,0.6658480945523625,-1.021118068266701,0,,False,False,weak
ZNF577,624,-1.0311060238669905,,-1.0311060238669905,0.6779164473643067,-1.0311060238669905,0,,False,False,weak
ZNF814,625,-1.0357197554345614,,-1.0357197554345614,0.7054713461684674,-1.0357197554345614,0,,False,False,weak
CXXC1,626,-1.0434209058316573,,-1.0434209058316573,0.4591447278112076,-1.0434209058316573,0,,False,False,weak
ZKSCAN2,627,-1.0545125261584276,,-1.0545125261584276,0.519184374869837,-1.0545125261584276,0,,False,False,weak
ZGLP1,628,-1.069410366092604,,-1.069410366092604,0.5357880463915874,-1.069410366092604,0,,False,False,weak
ZSCAN31,629,-1.082630332662041,,-1.082630332662041,0.6353031890792804,-1.082630332662041,0,,False,False,weak
FOXO1,630,-1.0936014223277508,-0.5193648614029956,-0.900564999107253,0.2088330903383106,-1.0936014223277508,0,,False,False,weak
ZNF404,631,-1.1095688460488284,,-1.1095688460488284,0.6070990882000216,-1.1095688460488284,0,,False,False,weak
TERB1,632,-1.1146478112386078,,-1.1146478112386078,0.6087757287834682,-1.1146478112386078,0,,False,False,weak
ZNF829,633,-1.1302089015519599,,-1.1302089015519599,0.4941987678240542,-1.1302089015519599,0,,False,False,weak
NFXL1,634,-1.1367946840997054,,-1.1367946840997054,0.5520890856339543,-1.1367946840997054,0,,False,False,weak
LCORL,635,-1.1414772166109792,,-1.1414772166109792,0.1361031601172572,-1.1414772166109792,0,,False,False,weak
ZNF550,636,-1.1489235260280792,,-1.1489235260280792,0.6379864316656201,-1.1489235260280792,0,,False,False,weak
ZNF566,637,-1.1596587451936213,,-1.1596587451936213,0.54077312748882,-1.1596587451936213,0,,False,False,weak
ZNF479,638,-1.1622331728111108,,-1.1622331728111108,0.3983537403955719,-1.1622331728111108,0,,False,False,weak
ZBED1,639,-1.1826241777821718,-1.1470864870595885,-0.6679037728174064,0.3806998805865146,-1.1826241777821718,0,,False,False,weak
ZNF662,640,-1.1844329409691126,,-1.1844329409691126,0.5199945613856848,-1.1844329409691126,0,,False,False,weak
ZNF790,641,-1.198994966821695,,-1.198994966821695,0.6491458596378271,-1.198994966821695,0,,False,False,weak
ZNF512,642,-1.1998038312288941,,-1.1998038312288941,0.5378636362188318,-1.1998038312288941,0,,False,False,weak
ZNF304,643,-1.200782548095074,,-1.200782548095074,0.5322510655719208,-1.200782548095074,0,,False,False,weak
RELB,644,-1.2092445111349517,-0.7492219876103178,-0.8250167269701483,0.6343317699016146,-1.2092445111349517,0,,False,False,weak
SAFB,645,-1.2132192735348364,,-1.2132192735348364,0.6369763710291038,-1.2132192735348364,0,,False,False,weak
PREB,646,-1.2195048009322291,,-1.2195048009322291,0.54077312748882,-1.2195048009322291,0,,False,False,weak
IRX2,647,-1.2282183762014731,,-1.2282183762014731,0.6217955580820723,-1.2282183762014731,0,,False,False,weak
SP2,648,-1.2310057960512741,-1.6557954759540505,0.9023077817541748,0.303653728088258,-1.2310057960512741,0,,False,False,weak
NME2,649,-1.2663345077758597,-0.8582806318290274,-0.7857811794800424,0.564167974354969,-1.2663345077758597,0,,False,False,weak
ZNF225,650,-1.2691381158457498,,-1.2691381158457498,0.532676144168893,-1.2691381158457498,0,,False,False,weak
YBX3,651,-1.2778463533405608,,-1.2778463533405608,0.4505878777985619,-1.2778463533405608,0,,False,False,weak
TCF24,652,-1.2816312573551987,,-1.2816312573551987,0.4508918485311972,-1.2816312573551987,0,,False,False,weak
ZNF616,653,-1.309893686824256,,-1.309893686824256,0.5438409930840801,-1.309893686824256,0,,False,False,weak
ZNF554,654,-1.3248997809551801,,-1.3248997809551801,0.5911073102669397,-1.3248997809551801,0,,False,False,weak
ZNF660,655,-1.332370925282724,,-1.332370925282724,0.4672363653474298,-1.332370925282724,0,,False,False,weak
ZNF572,656,-1.3447532159719557,,-1.3447532159719557,0.6087757287834682,-1.3447532159719557,0,,False,False,weak
MAFF,657,-1.3561463570089134,-0.7004540990832584,-1.143085431316249,0.6561432494699753,-1.3561463570089134,0,,False,False,weak
JRKL,658,-1.3574129029748303,,-1.3574129029748303,0.4279772383757688,-1.3574129029748303,0,,False,False,weak
ZNF99,659,-1.364008548755516,,-1.364008548755516,0.6084497453533924,-1.364008548755516,0,,False,False,weak
ESR2,660,-1.3701791377729273,-1.0075755151249088,-0.9241171738736303,0.518621295253873,-1.3701791377729273,0,,False,False,weak
GLI4,661,-1.3759341682595823,,-1.3759341682595823,0.4951530069875564,-1.3759341682595823,0,,False,False,weak
RHOXF2B,662,-1.385762326231296,,-1.385762326231296,0.5724851345519836,-1.385762326231296,0,,False,False,weak
ZFP82,663,-1.3899742669132515,,-1.3899742669132515,0.5752108144051852,-1.3899742669132515,0,,False,False,weak
ZNF420,664,-1.3945749744675522,,-1.3945749744675522,0.5901609039755935,-1.3945749744675522,0,,False,False,weak
MTERF4,665,-1.4037527825590588,,-1.4037527825590588,0.4697613149368346,-1.4037527825590588,0,,False,False,weak
ZSCAN22,666,-1.4100533046469306,,-1.4100533046469306,0.537714108137179,-1.4100533046469306,0,,False,False,weak
NFATC3,667,-1.4133160881392108,,-1.4133160881392108,0.6121398391375092,-1.4133160881392108,0,,False,False,weak
PHF20,668,-1.4156368480568415,,-1.4156368480568415,0.546142271088652,-1.4156368480568415,0,,False,False,weak
ZNF283,669,-1.4162948772778903,,-1.4162948772778903,0.5563595205459146,-1.4162948772778903,0,,False,False,weak
KCMF1,670,-1.4213421332498388,,-1.4213421332498388,0.2329854537726257,-1.4213421332498388,0,,False,False,weak
MBD3,671,-1.4250509822017894,0.0800141181340471,-1.2732083430087415,0.1861851709046841,-1.4250509822017894,0,,False,False,weak
HSF2,672,-1.4335096676183743,,-1.4335096676183743,0.6043694567699747,-1.4335096676183743,0,,False,False,weak
ZNF761,673,-1.4587793023880977,,-1.4587793023880977,0.476166144695852,-1.4587793023880977,0,,False,False,weak
ERF,674,-1.4598132897377667,,-1.4598132897377667,0.3420933418347427,-1.4598132897377667,0,,False,False,weak
ZNF534,675,-1.4604464546347375,,-1.4604464546347375,0.4784616524984529,-1.4604464546347375,0,,False,False,weak
MSANTD1,676,-1.4687319740292624,,-1.4687319740292624,0.448378917516009,-1.4687319740292624,0,,False,False,weak
BBX,677,-1.4740385354584842,,-1.4740385354584842,0.5501486686937413,-1.4740385354584842,0,,False,False,weak
MYPOP,678,-1.4740558106372192,,-1.4740558106372192,0.4647746186867304,-1.4740558106372192,0,,False,False,weak
NAIF1,679,-1.4775467737398835,,-1.4775467737398835,0.5395867541009061,-1.4775467737398835,0,,False,False,weak
ZNF180,680,-1.482023600347442,,-1.482023600347442,0.5289962725444508,-1.482023600347442,0,,False,False,weak
HSF4,681,-1.4905677590982083,,-1.4905677590982083,0.2490867007117356,-1.4905677590982083,0,,False,False,weak
ZNF233,682,-1.497840693499296,,-1.497840693499296,0.4323726193018503,-1.497840693499296,0,,False,False,weak
ZNF879,683,-1.498833430498275,,-1.498833430498275,0.4187492012690307,-1.498833430498275,0,,False,False,weak
ZNF558,684,-1.50217985460714,,-1.50217985460714,0.3996203038601232,-1.50217985460714,0,,False,False,weak
ZNF181,685,-1.50917335946409,,-1.50917335946409,0.5405915507577753,-1.50917335946409,0,,False,False,weak
ZSCAN26,686,-1.5233530314336132,,-1.5233530314336132,0.4473677397365351,-1.5233530314336132,0,,False,False,weak
SKI,687,-1.53022957950458,,-1.53022957950458,0.4711325179094375,-1.53022957950458,0,,False,False,weak
ZNF112,688,-1.5335534729538056,,-1.5335534729538056,0.4098375557252981,-1.5335534729538056,0,,False,False,weak
TERF2,689,-1.5342926785889446,0.1779461827854458,-1.5141414526571408,0.4491588589005186,-1.5342926785889446,0,,False,False,weak
ZNF774,690,-1.5353208357560555,,-1.5353208357560555,0.511989245975925,-1.5353208357560555,0,,False,False,weak
ZNF680,691,-1.5419589895370607,,-1.5419589895370607,0.3809890149838357,-1.5419589895370607,0,,False,False,weak
FOXB1,692,-1.5444881312494263,,-1.5444881312494263,0.4377771636670566,-1.5444881312494263,0,,False,False,weak
ZNF701,693,-1.547874957182834,,-1.547874957182834,0.5747825430644438,-1.547874957182834,0,,False,False,weak
ZFP62,694,-1.554477722366656,,-1.554477722366656,0.5061965994831003,-1.554477722366656,0,,False,False,weak
ZNF570,695,-1.5613188437038161,,-1.5613188437038161,0.2520684057361571,-1.5613188437038161,0,,False,False,weak
SNAPC5,696,-1.5799773088726468,,-1.5799773088726468,0.4292541524552609,-1.5799773088726468,0,,False,False,weak
ZNF134,697,-1.5843327447818558,,-1.5843327447818558,0.4473677397365351,-1.5843327447818558,0,,False,False,weak
ZNF749,698,-1.5850655938530054,,-1.5850655938530054,0.5153859241453367,-1.5850655938530054,0,,False,False,weak
ZNF540,699,-1.5888903069136706,,-1.5888903069136706,0.5627701277362479,-1.5888903069136706,0,,False,False,weak
HOXA11,700,-1.5986561302279616,,-1.5986561302279616,0.4651919270944022,-1.5986561302279616,0,,False,False,weak
SMAD5,701,-1.6028103605311406,-1.4115605448892894,-0.7327519732250733,0.2956290015330826,-1.6028103605311406,0,,False,False,weak
MEIS2,702,-1.6284196038223233,0.0604444398930477,-1.4416750864275658,0.4069263343628388,-1.6284196038223233,0,,False,False,weak
ARID3B,703,-1.6290761841026422,,-1.6290761841026422,0.3797934209455575,-1.6290761841026422,0,,False,False,weak
MSX2,704,-1.6307126544715178,,-1.6307126544715178,0.4821907940354715,-1.6307126544715178,0,,False,False,weak
PLAG1,705,-1.6436861282542132,,-1.6436861282542132,0.3975227882921388,-1.6436861282542132,0,,False,False,weak
ZNF205,706,-1.6451345575267708,,-1.6451345575267708,0.2318051416327134,-1.6451345575267708,0,,False,False,weak
ADNP,707,-1.6540544752607051,-0.6261715365486384,-1.5193567097867637,0.4539923529352269,-1.6540544752607051,0,,False,False,weak
ZNF84,708,-1.6558070199257793,,-1.6558070199257793,0.1344694183827677,-1.6558070199257793,0,,False,False,weak
TIGD7,709,-1.6574503205854694,,-1.6574503205854694,0.4246180424020722,-1.6574503205854694,0,,False,False,weak
ZNF285,710,-1.6574897721950845,,-1.6574897721950845,0.4713676631956529,-1.6574897721950845,0,,False,False,weak
HAND2,711,-1.6578675385064094,,-1.6578675385064094,0.3731887316949678,-1.6578675385064094,0,,False,False,weak
ZKSCAN5,712,-1.6609926419323349,,-1.6609926419323349,0.492461870876415,-1.6609926419323349,0,,False,False,weak
ZNF469,713,-1.6862574827068806,,-1.6862574827068806,0.4209352870994757,-1.6862574827068806,0,,False,False,weak
FOXC1,714,-1.7000701776097102,,-1.7000701776097102,0.3635691450515505,-1.7000701776097102,0,,False,False,weak
ZNF615,715,-1.7065606974023702,,-1.7065606974023702,0.4907227613720122,-1.7065606974023702,0,,False,False,weak
ZNF395,716,-1.7148611490173573,,-1.7148611490173573,0.3209569808786906,-1.7148611490173573,0,,False,False,weak
FLYWCH1,717,-1.7235714666716067,,-1.7235714666716067,0.3902323945649375,-1.7235714666716067,0,,False,False,weak
ZNF816,718,-1.741114071010004,,-1.741114071010004,0.3702088193161327,-1.741114071010004,0,,False,False,weak
ZNF557,719,-1.7527267847785992,,-1.7527267847785992,0.4711325179094375,-1.7527267847785992,0,,False,False,weak
BARX2,720,-1.7613662034284048,,-1.7613662034284048,0.4236909870065141,-1.7613662034284048,0,,False,False,weak
ZNF569,721,-1.794423342038214,,-1.794423342038214,0.3906183375881477,-1.794423342038214,0,,False,False,weak
IRF2,722,-1.8051791932347385,-1.2402593116188492,-0.23384970754898687,0.3691945867036753,-1.8051791932347385,0,,False,False,weak
TIGD1,723,-1.8366791148131145,,-1.8366791148131145,0.4247012660000954,-1.8366791148131145,0,,False,False,weak
ZNF860,724,-1.8371618018732958,,-1.8371618018732958,0.2600605095321608,-1.8371618018732958,0,,False,False,weak
THAP8,725,-1.8491404375811233,,-1.8491404375811233,0.2133740685532872,-1.8491404375811233,0,,False,False,weak
HIC2,726,-1.8617766227251302,,-1.8617766227251302,0.4016278878917869,-1.8617766227251302,0,,False,False,weak
MLXIPL,727,-1.873321096998524,,-1.873321096998524,0.2907368585777241,-1.873321096998524,0,,False,False,weak
TCFL5,728,-1.8773929671489498,,-1.8773929671489498,0.284495897874143,-1.8773929671489498,0,,False,False,weak
