tf,rank,viper,prior_chipseq,prior_expression,min_fdr,mean_nes,n_methods_supporting,method_consistency,both_families_positive,prior_plausible_club_tf,tier
ZNF182,242,1.8449529935829345,,1.8449529935829345,0.4275848510474412,1.8449529935829345,1,,False,False,weak
DMTF1,243,1.8447728676703024,,1.8447728676703024,0.3314553180609314,1.8447728676703024,1,,False,False,weak
ZNF165,244,1.842084965704547,0.4384141112116769,1.770684319249651,0.3789994461343387,1.842084965704547,1,,True,False,weak
RBSN,245,1.8394045437019642,,1.8394045437019642,0.3070811759412215,1.8394045437019642,1,,False,False,weak
THRA,246,1.8252092574209169,-0.4440986314879709,2.0311734948804325,0.2949762677717304,1.8252092574209169,1,,False,False,weak
ZNF451,247,1.8037498463426132,,1.8037498463426132,0.3363089892539311,1.8037498463426132,1,,False,False,weak
ZBTB26,248,1.7984417816267204,,1.7984417816267204,0.3278183587090293,1.7984417816267204,1,,False,False,weak
ZBED6,249,1.7975595084510745,,1.7975595084510745,0.1994327467461521,1.7975595084510745,1,,False,False,weak
ZSCAN29,250,1.7729574413672682,,1.7729574413672682,0.3873337712119575,1.7729574413672682,1,,False,False,weak
ZNF10,251,1.772935915480227,,1.772935915480227,0.4591447278112076,1.772935915480227,1,,False,False,weak
GRHL1,252,1.7703807549747337,,1.7703807549747337,0.3791749837671533,1.7703807549747337,1,,False,False,weak
HMBOX1,253,1.7579134551392612,0.8046959089005836,1.5667016235795868,0.3731887316949678,1.7579134551392612,1,,True,False,weak
ZNF91,254,1.7495509053189897,,1.7495509053189897,0.4771926347803168,1.7495509053189897,1,,False,False,weak
ZNF440,255,1.741435251464369,,1.741435251464369,0.3274431886641361,1.741435251464369,1,,False,False,weak
JUND,256,1.7407683720704845,2.565746874735699,-0.29306876372691204,0.1966475894362802,1.7407683720704845,1,,False,False,weak
HOXD1,257,1.7379654027619507,,1.7379654027619507,0.3489921299217287,1.7379654027619507,1,,False,False,weak
NPAS3,258,1.723734467770125,,1.723734467770125,0.4858706860830458,1.723734467770125,1,,False,False,weak
ZBTB6,259,1.7088374014884378,,1.7088374014884378,0.2852271325544933,1.7088374014884378,1,,False,False,weak
CCDC17,260,1.7056480207280673,,1.7056480207280673,0.3842572970409339,1.7056480207280673,1,,False,False,weak
NPAS2,261,1.6954212225522496,,1.6954212225522496,0.5280082493392617,1.6954212225522496,1,,False,False,weak
THAP12,262,1.6944524547102098,,1.6944524547102098,0.3806998805865146,1.6944524547102098,1,,False,False,weak
IRF7,263,1.6830832232076844,,1.6830832232076844,0.4011603785585528,1.6830832232076844,1,,False,False,weak
ZNF548,264,1.6766344273845082,,1.6766344273845082,0.4240687381162007,1.6766344273845082,1,,False,False,weak
ZNF497,265,1.675851392933424,,1.675851392933424,0.3776905187982057,1.675851392933424,1,,False,False,weak
ZNF611,266,1.6676729151424372,,1.6676729151424372,0.3574621768136959,1.6676729151424372,1,,False,False,weak
GTF2IRD2B,267,1.6665080116645832,,1.6665080116645832,0.367799224956614,1.6665080116645832,1,,False,False,weak
ZNF708,268,1.662630020452456,,1.662630020452456,0.3540526737036204,1.662630020452456,1,,False,False,weak
RFX1,269,1.6571378478124543,-0.1888020821806755,1.6053131718428584,0.4736212569507104,1.6571378478124543,1,,False,False,weak
CSRNP2,270,1.656002821479022,,1.656002821479022,0.3772657595271952,1.656002821479022,1,,False,False,weak
PRDM5,271,1.6548641973261022,0.96566716044555,1.3278868000198816,0.4652044019745309,1.6548641973261022,1,,True,False,weak
ZNF827,272,1.645049010405692,,1.645049010405692,0.4790213129352519,1.645049010405692,1,,False,False,weak
RREB1,273,1.6340984741319307,,1.6340984741319307,0.0734473874045141,1.6340984741319307,1,,False,False,candidate
FBXL19,274,1.6323670963536097,,1.6323670963536097,0.4269309909444219,1.6323670963536097,1,,False,False,weak
ZNF418,275,1.6113587120662884,,1.6113587120662884,0.3996203038601232,1.6113587120662884,1,,False,False,weak
LYL1,276,1.6098089684239674,1.2713032822541293,0.6614738623178845,0.4649736739018955,1.6098089684239674,1,,True,False,weak
ZNF28,277,1.6011456666647537,,1.6011456666647537,0.3525326345860149,1.6011456666647537,1,,False,False,weak
ZNF653,278,1.5960112151054244,,1.5960112151054244,0.4771956868370408,1.5960112151054244,1,,False,False,weak
ZBTB33,279,1.5930431096518234,0.46425186427899845,1.4736652521127402,0.5047057583217446,1.5930431096518234,1,,True,False,weak
ZBTB7A,280,1.5842146410098243,2.0012712208101417,0.02140666498526838,0.2199637647916961,1.5842146410098243,1,,True,False,weak
PHF21A,281,1.5798508487201675,,1.5798508487201675,0.4377771636670566,1.5798508487201675,1,,False,False,weak
ZNF268,282,1.5711500163396883,,1.5711500163396883,0.4235936902258151,1.5711500163396883,1,,False,False,weak
ZNF594,283,1.5679206561004986,,1.5679206561004986,0.4130127016403449,1.5679206561004986,1,,False,False,weak
ZNF333,284,1.5641521277754296,,1.5641521277754296,0.3796233891503326,1.5641521277754296,1,,False,False,weak
SP140,285,1.5511320705679967,,1.5511320705679967,0.4541596255926515,1.5511320705679967,1,,False,False,weak
NR2F1,286,1.5506822408894432,0.8966247817193049,1.2505759271317207,0.5463421584467548,1.5506822408894432,1,,True,False,weak
ZNF33B,287,1.5474466443823138,,1.5474466443823138,0.5113836922975751,1.5474466443823138,1,,False,False,weak
ZFP91,288,1.5459269174679555,,1.5459269174679555,0.4310221666012657,1.5459269174679555,1,,False,False,weak
ZNF605,289,1.5458057114805301,,1.5458057114805301,0.4520507568835341,1.5458057114805301,1,,False,False,weak
ZNF606,290,1.5357849255728222,,1.5357849255728222,0.5167162855363884,1.5357849255728222,1,,False,False,weak
ZSCAN18,291,1.5343114468331567,,1.5343114468331567,0.4817357859649917,1.5343114468331567,1,,False,False,weak
CREM,292,1.5229932999622622,0.9808974399470709,1.1258167069894658,0.6150773498959687,1.5229932999622622,1,,True,False,weak
ZNF682,293,1.518823255228183,,1.518823255228183,0.5069131840413885,1.518823255228183,1,,False,False,weak
ZFP14,294,1.512978065157072,,1.512978065157072,0.4293395534606063,1.512978065157072,1,,False,False,weak
ZNF135,295,1.506868624888093,,1.506868624888093,0.4585280478300255,1.506868624888093,1,,False,False,weak
MYRFL,296,1.5066533850782182,,1.5066533850782182,0.4159185519814556,1.5066533850782182,1,,False,False,weak
ZNF491,297,1.5045558935246044,,1.5045558935246044,0.5429177343079624,1.5045558935246044,1,,False,False,weak
ZSCAN1,298,1.5016624920076895,,1.5016624920076895,0.4841988628339419,1.5016624920076895,1,,False,False,weak
ZNF335,299,1.4900606752937902,,1.4900606752937902,0.5397708959872729,1.4900606752937902,1,,False,False,weak
BATF2,300,1.4892009192207247,,1.4892009192207247,0.4963878144997786,1.4892009192207247,1,,False,False,weak
ZNF337,301,1.4886479954329532,,1.4886479954329532,0.4980709840342144,1.4886479954329532,1,,False,False,weak
POU2AF1,302,1.486977173502103,,1.486977173502103,0.4473677397365351,1.486977173502103,1,,False,False,weak
SOX30,303,1.4834540200111923,,1.4834540200111923,0.2587117233475342,1.4834540200111923,1,,False,False,weak
ZNF197,304,1.4632731395513512,-0.6744782601604412,2.117729559382072,0.2329854537726257,1.4632731395513512,1,,False,False,weak
PEG3,305,1.449315311385724,,1.449315311385724,0.4409240856960816,1.449315311385724,1,,False,False,weak
ZNF446,306,1.4443025115348516,,1.4443025115348516,0.5324205057356494,1.4443025115348516,1,,False,False,weak
ZNF334,307,1.4360920539702333,,1.4360920539702333,0.5452691180513913,1.4360920539702333,1,,False,False,weak
ZNF23,308,1.4325315840774548,,1.4325315840774548,0.5202069464848065,1.4325315840774548,1,,False,False,weak
GABPA,309,1.4269756657916262,1.4181216911202892,0.0943873556706254,0.3411248537711421,1.4269756657916262,1,,True,False,weak
ZNF763,310,1.4255875518242893,,1.4255875518242893,0.4570632174866225,1.4255875518242893,1,,False,False,weak
FOXN2,311,1.4207477083627273,,1.4207477083627273,0.4820482060577534,1.4207477083627273,1,,False,False,weak
ZHX3,312,1.4165325835491316,,1.4165325835491316,0.58783008200656,1.4165325835491316,1,,False,False,weak
ANKZF1,313,1.4138033611754055,,1.4138033611754055,0.5868951035322054,1.4138033611754055,1,,False,False,weak
IKZF4,314,1.413525064121465,,1.413525064121465,0.4925602376355785,1.413525064121465,1,,False,False,weak
ZNF627,315,1.4129459104367692,,1.4129459104367692,0.5727775839954323,1.4129459104367692,1,,False,False,weak
ZGPAT,316,1.4051750543410024,,1.4051750543410024,0.5797606881743468,1.4051750543410024,1,,False,False,weak
PLAGL2,317,1.3981495413602032,,1.3981495413602032,0.5405915507577753,1.3981495413602032,1,,False,False,weak
ZNF506,318,1.3862701577667695,,1.3862701577667695,0.4743912305285545,1.3862701577667695,1,,False,False,weak
ZNF441,319,1.3844238577353636,,1.3844238577353636,0.4988365638742422,1.3844238577353636,1,,False,False,weak
ELF2,320,1.3719331524861154,,1.3719331524861154,0.5077294638771174,1.3719331524861154,1,,False,False,weak
ARX,321,1.368400322402472,,1.368400322402472,0.4526554177661128,1.368400322402472,1,,False,False,weak
ZNF292,322,1.3650378727654717,,1.3650378727654717,0.4069263343628388,1.3650378727654717,1,,False,False,weak
IRF5,323,1.3623743982803407,,1.3623743982803407,0.5790706624071246,1.3623743982803407,1,,False,False,weak
ZNF329,324,1.3622473444921306,,1.3622473444921306,0.4094290185209258,1.3622473444921306,1,,False,False,weak
PRDM15,325,1.3615759199975173,,1.3615759199975173,0.3065691735387847,1.3615759199975173,1,,False,False,weak
ZEB2,326,1.3544270046944313,0.4102719570355923,1.2790493119325321,0.5814007969764082,1.3544270046944313,1,,True,False,weak
CC2D1A,327,1.3500863807272108,,1.3500863807272108,0.4876643409679599,1.3500863807272108,1,,False,False,weak
ZNF524,328,1.344237090592236,,1.344237090592236,0.5840023585004569,1.344237090592236,1,,False,False,weak
MXI1,329,1.331131574369061,-1.6337254832219585,2.436135672637633,0.0635547342855233,1.331131574369061,1,,False,False,candidate
ZNF608,330,1.3270264521877386,,1.3270264521877386,0.5600324599863769,1.3270264521877386,1,,False,False,weak
KLF2,331,1.3243672798887332,0.3664980309868694,1.2378643927775534,0.6260250921542989,1.3243672798887332,1,,True,False,weak
USF2,332,1.32319585381948,1.8245150098694864,0.06151007846178127,0.2641542077828175,1.32319585381948,1,,True,False,weak
SATB1,333,1.3188868943292902,0.403090495971146,1.261600222027521,0.6026545820007673,1.3188868943292902,1,,True,False,weak
BATF3,334,1.3123815334960132,,1.3123815334960132,0.6084052885347038,1.3123815334960132,1,,False,False,weak
ZNF98,335,1.3051444251910416,,1.3051444251910416,0.510939442584599,1.3051444251910416,1,,False,False,weak
ZNF169,336,1.2963885099789059,,1.2963885099789059,0.5944396573474512,1.2963885099789059,1,,False,False,weak
NFX1,337,1.2910164009200729,,1.2910164009200729,0.50470337731634,1.2910164009200729,1,,False,False,weak
TIGD4,338,1.284747365270881,,1.284747365270881,0.4710645368309942,1.284747365270881,1,,False,False,weak
ZNF514,339,1.2789851448112222,,1.2789851448112222,0.5462617506543799,1.2789851448112222,1,,False,False,weak
NR2C1,340,1.2740084708066926,,1.2740084708066926,0.5936070346125817,1.2740084708066926,1,,False,False,weak
TIGD6,341,1.2649560112608853,,1.2649560112608853,0.4355754495481123,1.2649560112608853,1,,False,False,weak
ZNF700,342,1.2604467592043864,,1.2604467592043864,0.6486965304275055,1.2604467592043864,1,,False,False,weak
PROX1,343,1.2567006803723362,-0.0515547157208643,1.1128796787197657,0.4748825162176364,1.2567006803723362,1,,False,False,weak
BPTF,344,1.2524030103653938,,1.2524030103653938,0.5317977384725214,1.2524030103653938,1,,False,False,weak
PPARD,345,1.2238108654153799,1.0883995595316078,0.7244606980787526,0.3570638036160705,1.2238108654153799,1,,True,False,weak
ZNF141,346,1.218230376950721,,1.218230376950721,0.5270497938279294,1.218230376950721,1,,False,False,weak
GATA6,347,1.2092285943529137,1.2268182333074291,0.49169040137386666,0.4472201079531235,1.2092285943529137,1,,True,False,weak
ZNF160,348,1.209032248895178,,1.209032248895178,0.5004658652837333,1.209032248895178,1,,False,False,weak
RARA,349,1.1812436326133313,0.6869580074178034,0.9561254795466233,0.6930135156977018,1.1812436326133313,1,,True,False,weak
ZNF528,350,1.1789077536138575,,1.1789077536138575,0.5520890856339543,1.1789077536138575,1,,False,False,weak
ZNF654,351,1.1757398970309882,,1.1757398970309882,0.5888679151409514,1.1757398970309882,1,,False,False,weak
ZNF19,352,1.1512920872683998,,1.1512920872683998,0.4069263343628388,1.1512920872683998,1,,False,False,weak
PBX4,353,1.1471249760086646,,1.1471249760086646,0.714983347198983,1.1471249760086646,1,,False,False,weak
ZNF844,354,1.1147687138476432,,1.1147687138476432,0.6739131870479466,1.1147687138476432,1,,False,False,weak
ZNF382,355,1.106043400730883,,1.106043400730883,0.5980437628496232,1.106043400730883,1,,False,False,weak
ZNF391,356,1.1018935098033333,,1.1018935098033333,0.5511384549690543,1.1018935098033333,1,,False,False,weak
ZNF319,357,1.0999015109247288,,1.0999015109247288,0.6303192415613249,1.0999015109247288,1,,False,False,weak
RFX7,358,1.0979005697941415,,1.0979005697941415,0.4404288744862902,1.0979005697941415,1,,False,False,weak
ZNF672,359,1.0975264829915639,,1.0975264829915639,0.3919247049749376,1.0975264829915639,1,,False,False,weak
CIC,360,1.0929074152901257,,1.0929074152901257,0.4361042028346571,1.0929074152901257,1,,False,False,weak
EBF4,361,1.090936300126948,,1.090936300126948,0.6667444973045471,1.090936300126948,1,,False,False,weak
ZSCAN30,362,1.0906333247242919,,1.0906333247242919,0.6257104909130417,1.0906333247242919,1,,False,False,weak
SETDB1,363,1.0900502700590304,-0.816778378982908,1.7857172934236956,0.3630647589003765,1.0900502700590304,1,,False,False,weak
ZNF783,364,1.080266562823655,,1.080266562823655,0.6038515998477904,1.080266562823655,1,,False,False,weak
ZNF518A,365,1.071050473211404,,1.071050473211404,0.5794525152720119,1.071050473211404,1,,False,False,weak
POU2F1,366,1.0685847681905631,0.4438444620207318,0.9922643698389415,0.6136319075780716,1.0685847681905631,1,,True,False,weak
ZNF626,367,1.0670528806339912,,1.0670528806339912,0.6043694567699747,1.0670528806339912,1,,False,False,weak
KLF15,368,1.0616824300448813,,1.0616824300448813,0.7144468979943658,1.0616824300448813,1,,False,False,weak
IKZF5,369,1.0466216155177364,,1.0466216155177364,0.6647149609504484,1.0466216155177364,1,,False,False,weak
ZNF324,370,1.0420578752985616,,1.0420578752985616,0.705218449578248,1.0420578752985616,1,,False,False,weak
ZNF678,371,1.0344438456348248,,1.0344438456348248,0.5270497938279294,1.0344438456348248,1,,False,False,weak
HES4,372,1.0336242522606522,,1.0336242522606522,0.7262272759283894,1.0336242522606522,1,,False,False,weak
SMAD9,373,1.0254288336725683,,1.0254288336725683,0.6876047301531055,1.0254288336725683,1,,False,False,weak
ZNF791,374,1.0181659409709913,,1.0181659409709913,0.6033229745056177,1.0181659409709913,1,,False,False,weak
RFX6,375,1.003908952296457,,1.003908952296457,0.6879904405718124,1.003908952296457,1,,False,False,weak
POU6F1,376,1.0009614597998433,,1.0009614597998433,0.7134449257342627,1.0009614597998433,1,,False,False,weak
DZIP1,377,0.9974097156442492,,0.9974097156442492,0.7380147292214145,0.9974097156442492,1,,False,False,weak
ZNF8,378,0.9969250313526647,,0.9969250313526647,0.5645521974391343,0.9969250313526647,1,,False,False,weak
ZNF83,379,0.9864442005009733,0.5147575055691365,0.8393688738342583,0.6908138172037499,0.9864442005009733,1,,True,False,weak
ZNF433,380,0.9790956760668617,,0.9790956760668617,0.5866972981454354,0.9790956760668617,1,,False,False,weak
SON,381,0.9764031415249826,,0.9764031415249826,0.6661615957053334,0.9764031415249826,1,,False,False,weak
ZNF709,382,0.9726265209625714,,0.9726265209625714,0.476166144695852,0.9726265209625714,1,,False,False,weak
MTF1,383,0.9719038613426797,,0.9719038613426797,0.7170432655488637,0.9719038613426797,1,,False,False,weak
ZNF865,384,0.954962036202508,,0.954962036202508,0.2229500299368484,0.954962036202508,1,,False,False,weak
MAFK,385,0.942285225998193,1.1997957858003847,0.37441760591975315,0.4269309909444219,0.942285225998193,1,,True,False,weak
ZNF397,386,0.9380025674101958,,0.9380025674101958,0.6885139289832399,0.9380025674101958,1,,False,False,weak
ZNF318,387,0.9373796760907596,0.715333657189522,0.7366737746212129,0.1798616602811929,0.9373796760907596,1,,True,False,weak
ZNF101,388,0.9332399815495777,,0.9332399815495777,0.6450352469073147,0.9332399815495777,1,,False,False,weak
ZNF214,389,0.9297740989979684,,0.9297740989979684,0.5466293948822946,0.9297740989979684,1,,False,False,weak
ZFX,390,0.9281608687858718,-0.49293284653597647,1.3511610115570925,0.4859454302731029,0.9281608687858718,1,,False,False,weak
GTF2IRD2,391,0.9233581798670539,,0.9233581798670539,0.7226592677604663,0.9233581798670539,1,,False,False,weak
ZNF596,392,0.9211499917889215,,0.9211499917889215,0.6248093176082945,0.9211499917889215,1,,False,False,weak
ZFP90,393,0.9117503601787293,,0.9117503601787293,0.6392298372685999,0.9117503601787293,1,,False,False,weak
CPXCR1,394,0.9098252268846296,,0.9098252268846296,0.5236452237061864,0.9098252268846296,1,,False,False,weak
ZFP3,395,0.8849885503453742,,0.8849885503453742,0.6962969528675289,0.8849885503453742,1,,False,False,weak
L3MBTL1,396,0.8847521540357752,,0.8847521540357752,0.6931465826809091,0.8847521540357752,1,,False,False,weak
ZNF211,397,0.882217933442826,,0.882217933442826,0.674934265278328,0.882217933442826,1,,False,False,weak
ZNF226,398,0.8765648073675593,,0.8765648073675593,0.7610836721487982,0.8765648073675593,1,,False,False,weak
ZNF579,399,0.8754040483234004,,0.8754040483234004,0.6850418745619995,0.8754040483234004,1,,False,False,weak
REL,400,0.8720850182525209,,0.8720850182525209,0.7434261874335333,0.8720850182525209,1,,False,False,weak
ZNF853,401,0.8647984255018839,,0.8647984255018839,0.7235231187094161,0.8647984255018839,1,,False,False,weak
ZNF513,402,0.8599984273804043,,0.8599984273804043,0.5718241082565642,0.8599984273804043,1,,False,False,weak
THAP5,403,0.8443033351645292,,0.8443033351645292,0.4007296527487425,0.8443033351645292,1,,False,False,weak
ZFY,404,0.8127491102900206,,0.8127491102900206,0.7527496321440494,0.8127491102900206,1,,False,False,weak
ZNF175,405,0.8107446884582152,0.0926817468796973,0.7572560034037392,0.7908647552894236,0.8107446884582152,1,,True,False,weak
SCX,406,0.808132536171365,,0.808132536171365,0.6661615957053334,0.808132536171365,1,,False,False,weak
ZNF516,407,0.7945141678806328,,0.7945141678806328,0.7609403217340589,0.7945141678806328,1,,False,False,weak
RXRB,408,0.7922715325932236,,0.7922715325932236,0.6367436182238186,0.7922715325932236,1,,False,False,weak
ZNF439,409,0.7895068945171592,,0.7895068945171592,0.7247229456190222,0.7895068945171592,1,,False,False,weak
CARF,410,0.7792389582760031,,0.7792389582760031,0.7732415353848121,0.7792389582760031,1,,False,False,weak
BHLHE41,411,0.7721392618350675,,0.7721392618350675,0.7082452614538031,0.7721392618350675,1,,False,False,weak
NFYA,412,0.7652673612965869,1.6837823480713934,-0.8723248579451892,0.3411248537711421,0.7652673612965869,1,,False,False,weak
ZNF470,413,0.7634272578366741,,0.7634272578366741,0.6851124936660309,0.7634272578366741,1,,False,False,weak
ZNF266,414,0.7632472307754478,,0.7632472307754478,0.688388509147985,0.7632472307754478,1,,False,False,weak
RXRA,415,0.762010074875502,-0.3105071538329133,1.127895798299768,0.434909777438878,0.762010074875502,1,,False,False,weak
ZNF727,416,0.7581216076375015,,0.7581216076375015,0.7906567366839079,0.7581216076375015,1,,False,False,weak
ZBTB20,417,0.7534000968664473,,0.7534000968664473,0.7186539797075835,0.7534000968664473,1,,False,False,weak
ZNF500,418,0.7520252875801992,,0.7520252875801992,0.4377771636670566,0.7520252875801992,1,,False,False,weak
ZBTB25,419,0.7322312200043568,,0.7322312200043568,0.7974255583293065,0.7322312200043568,1,,False,False,weak
MBD2,420,0.7284969872794218,-0.27274190015375,0.7863625734679365,0.4819534091159495,0.7284969872794218,1,,False,False,weak
ZNF260,421,0.7202218316075322,,0.7202218316075322,0.70357092594118,0.7202218316075322,1,,False,False,weak
ZNF549,422,0.7156060944120864,,0.7156060944120864,0.8346972634943929,0.7156060944120864,1,,False,False,weak
ZKSCAN7,423,0.704984418580475,,0.704984418580475,0.799548690183844,0.704984418580475,1,,False,False,weak
RBCK1,424,0.7026872892529136,,0.7026872892529136,0.7942420016532812,0.7026872892529136,1,,False,False,weak
ZNF66,425,0.7025474354783195,,0.7025474354783195,0.7773600425624587,0.7025474354783195,1,,False,False,weak
ZNF154,426,0.7022066854435788,,0.7022066854435788,0.7768129862116931,0.7022066854435788,1,,False,False,weak
ZNF619,427,0.701253328798127,,0.701253328798127,0.3197697291994421,0.701253328798127,1,,False,False,weak
KLF16,428,0.6830197969361368,,0.6830197969361368,0.395146102149532,0.6830197969361368,1,,False,False,weak
ZNF793,429,0.6778515205890209,,0.6778515205890209,0.8041709863995222,0.6778515205890209,1,,False,False,weak
ZBED5,430,0.6712561682035396,,0.6712561682035396,0.7961543904123864,0.6712561682035396,1,,False,False,weak
ZNF487,431,0.6671097546883666,,0.6671097546883666,0.7923744572942543,0.6671097546883666,1,,False,False,weak
ZNF320,432,0.6663760217611651,,0.6663760217611651,0.6543765007847224,0.6663760217611651,1,,False,False,weak
IKZF1,433,0.6503963930726498,-0.08389861849241069,0.9984054177887426,0.6837293443770966,0.6503963930726498,1,,False,False,weak
ZNF688,434,0.6361360798414843,,0.6361360798414843,0.822569421143351,0.6361360798414843,1,,False,False,weak
ZNF613,435,0.6281784694227743,,0.6281784694227743,0.7228470859886009,0.6281784694227743,1,,False,False,weak
ZNF764,436,0.62793596999062,,0.62793596999062,0.8412342969372971,0.62793596999062,1,,False,False,weak
RFX2,437,0.6202827735781181,-0.2458834505614189,0.8008814907385122,0.7993368759749181,0.6202827735781181,1,,False,False,weak
STAT6,438,0.6101569639495537,0.4042690708756928,0.489895323466975,0.6487847750567355,0.6101569639495537,1,,True,False,weak
RBPJ,439,0.604539160940153,0.8288164002894102,0.23826025566321826,0.619856962294557,0.604539160940153,1,,True,False,weak
ZFP41,440,0.6034233877597622,,0.6034233877597622,0.6243512605882907,0.6034233877597622,1,,False,False,weak
ZNF692,441,0.6012539367203248,,0.6012539367203248,0.7095230066473358,0.6012539367203248,1,,False,False,weak
ZNF713,442,0.5927451423283397,,0.5927451423283397,0.7221228578360193,0.5927451423283397,1,,False,False,weak
ZBTB44,443,0.5810186382584619,,0.5810186382584619,0.6615410816960644,0.5810186382584619,1,,False,False,weak
ZNF132,444,0.577742062658646,,0.577742062658646,0.6962969528675289,0.577742062658646,1,,False,False,weak
GATA1,445,0.5727249497115202,1.2530655076085966,-1.1035596764248847,0.5539433541182788,0.5727249497115202,1,,False,False,weak
TCF20,446,0.5681969115102607,,0.5681969115102607,0.1256216004549345,0.5681969115102607,1,,False,False,weak
VEZF1,447,0.5517547198700306,,0.5517547198700306,0.8612051030708808,0.5517547198700306,1,,False,False,weak
ZNF490,448,0.5344662616193443,,0.5344662616193443,0.4972580312868013,0.5344662616193443,1,,False,False,weak
ZNF474,449,0.5338926698200211,,0.5338926698200211,0.8490594352155891,0.5338926698200211,1,,False,False,weak
SP3,450,0.5320474380147375,,0.5320474380147375,0.317949082284181,0.5320474380147375,1,,False,False,weak
ZNF681,451,0.5238286437447819,,0.5238286437447819,0.510939442584599,0.5238286437447819,1,,False,False,weak
THAP6,452,0.5225490967329194,,0.5225490967329194,0.5521952653646929,0.5225490967329194,1,,False,False,weak
ZNF671,453,0.5201898262847792,,0.5201898262847792,0.6171255662986921,0.5201898262847792,1,,False,False,weak
ZNF234,454,0.517609182434383,,0.517609182434383,0.4618691079362039,0.517609182434383,1,,False,False,weak
ZNF655,455,0.515239274431598,,0.515239274431598,0.6850418745619995,0.515239274431598,1,,False,False,weak
TCF7L2,456,0.5109902341305401,1.8046100709339246,-1.4790426331408493,0.2140725320400268,0.5109902341305401,1,,False,False,weak
ZNF768,457,0.49805181146276106,,0.49805181146276106,0.4802679664122457,0.49805181146276106,1,,False,False,weak
ZNF302,458,0.48882642135136545,,0.48882642135136545,0.8190516304071589,0.48882642135136545,1,,False,False,weak
ATOH8,459,0.486954899405055,,0.486954899405055,0.8316507256481632,0.486954899405055,1,,False,False,weak
LHX9,460,0.48365531078450197,,0.48365531078450197,0.8465049724120105,0.48365531078450197,1,,False,False,weak
ZNF248,461,0.48352967825224435,,0.48352967825224435,0.8440763694347733,0.48352967825224435,1,,False,False,weak
TRAFD1,462,0.4771771419422845,,0.4771771419422845,0.6573810108085336,0.4771771419422845,1,,False,False,weak
SATB2,463,0.4735489690182202,,0.4735489690182202,0.0352651002217455,0.4735489690182202,1,,False,False,candidate
ZNF496,464,0.4669743959361595,,0.4669743959361595,0.8334168941322232,0.4669743959361595,1,,False,False,weak
ESR1,465,0.46134006977063996,1.164837612474356,-0.35472016388174765,0.4936631442833678,0.46134006977063996,1,,False,False,weak
ZNF517,466,0.46019116808060434,,0.46019116808060434,0.8218738196767066,0.46019116808060434,1,,False,False,weak
ZKSCAN3,467,0.4546133281133624,,0.4546133281133624,0.8612051030708808,0.4546133281133624,1,,False,False,weak
NRF1,468,0.4530888770973156,0.2367790606414106,0.3933207515836292,0.8472340914192088,0.4530888770973156,1,,True,False,weak
POU5F2,469,0.4484498220108475,,0.4484498220108475,0.8274537619061889,0.4484498220108475,1,,False,False,weak
ZNF628,470,0.44675945798280453,,0.44675945798280453,0.6879275785380486,0.44675945798280453,1,,False,False,weak
ZNF136,471,0.41904787166531576,,0.41904787166531576,0.8749608614345679,0.41904787166531576,1,,False,False,weak
ZNF230,472,0.39543572521245746,,0.39543572521245746,0.6995717481257155,0.39543572521245746,1,,False,False,weak
ZNF251,473,0.39170304028271424,,0.39170304028271424,0.8543105226588885,0.39170304028271424,1,,False,False,weak
ZSCAN25,474,0.3881999689832687,,0.3881999689832687,0.9006739960459239,0.3881999689832687,1,,False,False,weak
PHF1,475,0.38522284314266597,,0.38522284314266597,0.9087112733277992,0.38522284314266597,1,,False,False,weak
ZNF460,476,0.370637104244299,,0.370637104244299,0.2917852163637994,0.370637104244299,1,,False,False,weak
ZNF777,477,0.3694909869939428,,0.3694909869939428,0.349691615180904,0.3694909869939428,1,,False,False,weak
MAZ,478,0.36472576345335217,0.8248021992785468,-0.18122815892935062,0.5277897475084181,0.36472576345335217,1,,False,False,weak
ZNF718,479,0.35704758137251935,,0.35704758137251935,0.8198289871381619,0.35704758137251935,1,,False,False,weak
ZNF580,480,0.34843193510655995,,0.34843193510655995,0.7427281450134239,0.34843193510655995,1,,False,False,weak
ZNF546,481,0.34746347221724316,,0.34746347221724316,0.6043694567699747,0.34746347221724316,1,,False,False,weak
CENPB,482,0.34358131669684056,,0.34358131669684056,0.1733973906899709,0.34358131669684056,1,,False,False,weak
ZNF527,483,0.3316911799306915,,0.3316911799306915,0.5349393715247849,0.3316911799306915,1,,False,False,weak
FAM200B,484,0.31435772146677055,,0.31435772146677055,0.784744362190652,0.31435772146677055,1,,False,False,weak
ZFP30,485,0.3027005482402136,,0.3027005482402136,0.8110187408239544,0.3027005482402136,1,,False,False,weak
CSRNP1,486,0.2993842099554276,,0.2993842099554276,0.8913844003273559,0.2993842099554276,1,,False,False,weak
NR1D2,487,0.2991920352330351,,0.2991920352330351,0.446841651770117,0.2991920352330351,1,,False,False,weak
ZNF717,488,0.28939344606901335,,0.28939344606901335,0.4865684421933368,0.28939344606901335,1,,False,False,weak
ATF2,489,0.28617963585785494,-1.6479499739934735,1.4964297068805095,0.3896045016896211,0.28617963585785494,1,,False,False,weak
ZNF471,490,0.27740507206464043,,0.27740507206464043,0.9250756084785576,0.27740507206464043,1,,False,False,weak
ZNF267,491,0.26225215883146763,,0.26225215883146763,0.7698635812209583,0.26225215883146763,1,,False,False,weak
