tf,contrast,method,nes,n_networks,fdr
ZNF429,basal_to_ciliated,viper,7.684385865311787,3.0,7.519629886792603e-06
ZNF429,basal_to_club,viper,2.127328357236402,3.0,0.1641098736003282
ZNF429,basal_to_goblet,viper,0.8958497893962277,3.0,0.6235005530812929
ZNF43,basal_to_ciliated,viper,1.9481843865100101,3.0,0.2324913228219534
ZNF43,basal_to_club,viper,-0.7419313037256865,3.0,0.6431275076280087
ZNF43,basal_to_goblet,viper,-2.964247697852577,3.0,0.1134601417037618
ZNF430,basal_to_ciliated,viper,-6.358521111109991,3.0,1.0398395759614426e-05
ZNF430,basal_to_club,viper,-5.11604895742228,3.0,0.0026334458470869
ZNF430,basal_to_goblet,viper,-4.442384826617159,3.0,0.0132396317149207
ZNF431,basal_to_ciliated,viper,-4.428240773779138,3.0,0.0035447487593736
ZNF431,basal_to_club,viper,-0.5375515296732095,3.0,0.293416432361871
ZNF431,basal_to_goblet,viper,-0.19323611561700357,3.0,0.7429656564745813
ZNF432,basal_to_ciliated,viper,9.96368225328074,3.0,3.088676615209712e-12
ZNF432,basal_to_club,viper,2.689562246578898,3.0,0.1478670500082564
ZNF432,basal_to_goblet,viper,3.0403142155702874,3.0,0.0772141133007137
ZNF433,basal_to_ciliated,viper,8.169896357674443,3.0,3.949540212323518e-09
ZNF433,basal_to_club,viper,0.9790956760668617,2.0,0.5866972981454354
ZNF433,basal_to_goblet,viper,1.7538296752633056,3.0,0.3927864786613105
ZNF436,basal_to_ciliated,viper,-8.996638754897255,3.0,3.7724183853549946e-11
ZNF436,basal_to_club,viper,-9.039710015133485,3.0,1.176060476723955e-10
ZNF436,basal_to_goblet,viper,-7.4661549723213625,3.0,3.153042359929458e-07
ZNF438,basal_to_ciliated,viper,-5.985863883165654,3.0,3.957119580718328e-05
ZNF438,basal_to_club,viper,-3.53992799324454,3.0,0.0170186329554117
ZNF438,basal_to_goblet,viper,-4.873661692551097,3.0,0.0008702182592996
ZNF439,basal_to_ciliated,viper,4.746535268084527,3.0,0.0022016776072276
ZNF439,basal_to_club,viper,0.7895068945171592,3.0,0.7247229456190222
ZNF439,basal_to_goblet,viper,0.30773859639055184,3.0,0.7846408737016694
ZNF44,basal_to_ciliated,viper,7.3794333096674745,3.0,2.40472266605411e-06
ZNF44,basal_to_club,viper,1.9864953266845182,3.0,0.2335716989322982
ZNF44,basal_to_goblet,viper,1.6469812341744223,3.0,0.4990281595844843
ZNF440,basal_to_ciliated,viper,19.874428846330808,3.0,1.8215107139619997e-50
ZNF440,basal_to_club,viper,1.741435251464369,3.0,0.3274431886641361
ZNF440,basal_to_goblet,viper,5.574559433387758,3.0,0.001205795334626
ZNF441,basal_to_ciliated,viper,5.777329425824257,3.0,0.0003839947536816
ZNF441,basal_to_club,viper,1.3844238577353636,3.0,0.4988365638742422
ZNF441,basal_to_goblet,viper,-0.30009017052258036,3.0,0.728118510471121
ZNF442,basal_to_ciliated,viper,3.0258395947076395,3.0,0.0182916930119629
ZNF442,basal_to_club,viper,-2.710092232335574,3.0,0.13291890782932
ZNF442,basal_to_goblet,viper,-3.757778429502504,3.0,0.0218092552503817
ZNF443,basal_to_ciliated,viper,1.9261757710827874,3.0,0.220590126183121
ZNF443,basal_to_club,viper,-3.6091304266641644,3.0,0.0550102621245453
ZNF443,basal_to_goblet,viper,-3.9887549061394183,3.0,0.013956877730882
ZNF444,basal_to_ciliated,viper,6.469465825105337,3.0,0.0004255678596018
ZNF444,basal_to_club,viper,2.572901643030186,3.0,0.2432628780566714
ZNF444,basal_to_goblet,viper,1.910859942828135,3.0,0.3220709282217566
ZNF445,basal_to_ciliated,viper,6.568607088115225,3.0,2.097788526717673e-05
ZNF445,basal_to_club,viper,2.358665735371084,3.0,0.197070636729512
ZNF445,basal_to_goblet,viper,0.7775012294461227,3.0,0.7172822905227739
ZNF446,basal_to_ciliated,viper,6.298057154808139,3.0,0.0002552366870868
ZNF446,basal_to_club,viper,1.4443025115348516,3.0,0.5324205057356494
ZNF446,basal_to_goblet,viper,0.9910575765215258,3.0,0.5274054954394313
ZNF449,basal_to_ciliated,viper,4.624195541311854,3.0,0.0048951032522182
ZNF449,basal_to_club,viper,2.2934246215871728,3.0,0.3147806849528491
ZNF449,basal_to_goblet,viper,0.7225716156214046,3.0,0.6686370204519265
ZNF45,basal_to_ciliated,viper,0.1784100867485502,3.0,0.4550617134392882
ZNF45,basal_to_club,viper,-3.1778868983176873,3.0,0.0653884837614158
ZNF45,basal_to_goblet,viper,-4.71756602664962,3.0,0.0020205606275455
ZNF451,basal_to_ciliated,viper,4.154269948975916,3.0,0.0037873157317876
ZNF451,basal_to_club,viper,1.8037498463426132,3.0,0.3363089892539311
ZNF451,basal_to_goblet,viper,-1.1786246746799476,3.0,0.5816004267864799
ZNF454,basal_to_ciliated,viper,6.8192514906804815,3.0,7.303358246999089e-05
ZNF454,basal_to_club,viper,-0.17587506817853626,3.0,0.7469553374134168
ZNF454,basal_to_goblet,viper,-1.2724826728439245,3.0,0.3144254705221069
ZNF460,basal_to_ciliated,viper,-1.977307724685713,3.0,0.0550050238397573
ZNF460,basal_to_club,viper,0.370637104244299,3.0,0.2917852163637994
ZNF460,basal_to_goblet,viper,-2.7925291809188706,3.0,0.0675602062522331
ZNF461,basal_to_ciliated,viper,2.395800109920601,3.0,0.152176391602263
ZNF461,basal_to_club,viper,-0.10574136099352764,3.0,0.872948990871848
ZNF461,basal_to_goblet,viper,-1.1674591567243044,3.0,0.6266951558810238
ZNF462,basal_to_ciliated,viper,2.8668079913346576,3.0,0.0699673991733811
ZNF462,basal_to_club,viper,-2.0868502412790453,3.0,0.2852271325544933
ZNF462,basal_to_goblet,viper,-3.0151996775677903,3.0,0.0966868954505956
ZNF467,basal_to_ciliated,viper,-7.106992331358248,3.0,9.769463293965357e-06
ZNF467,basal_to_club,viper,-0.27036911650931095,3.0,0.5330104688175549
ZNF467,basal_to_goblet,viper,1.9135132664571979,3.0,0.3142507194062945
ZNF468,basal_to_ciliated,viper,-0.24414124250467445,3.0,0.6153387618415974
ZNF468,basal_to_club,viper,-0.729581990820482,3.0,0.4736212569507104
ZNF468,basal_to_goblet,viper,-0.24937201557813307,3.0,0.6158209997918566
ZNF469,basal_to_ciliated,viper,3.447106894671368,2.0,0.0257222180453176
ZNF469,basal_to_club,viper,-1.6862574827068806,2.0,0.4209352870994757
ZNF469,basal_to_goblet,viper,-1.8468407206521074,2.0,0.3743053597732274
ZNF470,basal_to_ciliated,viper,5.643480944423201,3.0,0.0001925917278823
ZNF470,basal_to_club,viper,0.7634272578366741,3.0,0.6851124936660309
ZNF470,basal_to_goblet,viper,-0.4393749668496015,3.0,0.694830997058512
ZNF471,basal_to_ciliated,viper,6.012523331600937,3.0,0.0003617187662949
ZNF471,basal_to_club,viper,0.27740507206464043,3.0,0.9250756084785576
ZNF471,basal_to_goblet,viper,-1.9190495110491632,3.0,0.3332617785922913
ZNF473,basal_to_ciliated,viper,18.83769338515703,3.0,1.044789209430674e-36
ZNF473,basal_to_club,viper,-1.8928234044530416,3.0,0.2240973251921273
ZNF473,basal_to_goblet,viper,2.81733905725586,3.0,0.0114685450358215
ZNF474,basal_to_ciliated,viper,29.446457408869634,3.0,2.8732800723981227e-81
ZNF474,basal_to_club,viper,0.5338926698200211,2.0,0.8490594352155891
ZNF474,basal_to_goblet,viper,7.587663016783936,3.0,1.4835132996196873e-05
ZNF479,basal_to_ciliated,viper,-4.376049321171991,3.0,0.0025642886977567
ZNF479,basal_to_club,viper,-1.1622331728111108,1.0,0.3983537403955719
ZNF479,basal_to_goblet,viper,-0.7187112484088107,3.0,0.7305926916340141
ZNF48,basal_to_ciliated,viper,2.936146058957997,3.0,0.0882116667649447
ZNF48,basal_to_club,viper,-0.8122762354249287,3.0,0.6583568379440111
ZNF48,basal_to_goblet,viper,-0.6546306635173119,3.0,0.6926853946592053
ZNF480,basal_to_ciliated,viper,-2.0750540326117815,3.0,0.0535310176363938
ZNF480,basal_to_club,viper,-3.8981755475180737,3.0,0.0382268177901919
ZNF480,basal_to_goblet,viper,-4.1779972121458595,3.0,0.0268409821354196
ZNF483,basal_to_ciliated,viper,8.287711444908263,3.0,3.120454457541581e-07
ZNF483,basal_to_club,viper,0.15892233773338568,3.0,0.8360931828989026
ZNF483,basal_to_goblet,viper,-0.9899592599424705,3.0,0.5337576774633169
ZNF484,basal_to_ciliated,viper,3.6252941125043265,3.0,0.0382231217064992
ZNF484,basal_to_club,viper,2.6215563404309568,3.0,0.1648586049985163
ZNF484,basal_to_goblet,viper,0.05035241389331019,3.0,0.5616820426143397
ZNF485,basal_to_ciliated,viper,-8.371243692303745,3.0,1.793386600677551e-06
ZNF485,basal_to_club,viper,-6.500481360350404,3.0,0.0006694158888508
ZNF485,basal_to_goblet,viper,-6.797444560412233,3.0,0.0003952584620636
ZNF486,basal_to_ciliated,viper,5.115380921878648,3.0,0.0016472017309966
ZNF486,basal_to_club,viper,2.0706114022496593,3.0,0.3147806849528491
ZNF486,basal_to_goblet,viper,-1.7421183443249866,3.0,0.3927864786613105
ZNF487,basal_to_ciliated,viper,13.050489454992142,3.0,1.3137774071068826e-18
ZNF487,basal_to_club,viper,0.6671097546883666,2.0,0.7923744572942543
ZNF487,basal_to_goblet,viper,2.17852827154107,3.0,0.2731239072769512
ZNF488,basal_to_ciliated,viper,-9.880297994089315,2.0,1.6689623167761188e-13
ZNF488,basal_to_club,viper,-9.49034027172797,2.0,4.252641575691418e-13
ZNF488,basal_to_goblet,viper,-8.715243348100238,2.0,8.789876245591957e-11
ZNF490,basal_to_ciliated,viper,7.226908097551034,3.0,3.2069803498230015e-06
ZNF490,basal_to_club,viper,0.5344662616193443,3.0,0.4972580312868013
ZNF490,basal_to_goblet,viper,-0.4617363094165731,3.0,0.7613810076242861
ZNF491,basal_to_ciliated,viper,7.865195283819482,3.0,2.5728780965844652e-08
ZNF491,basal_to_club,viper,1.5045558935246044,3.0,0.5429177343079624
ZNF491,basal_to_goblet,viper,0.6330506146715161,3.0,0.6892188411093485
ZNF492,basal_to_ciliated,viper,-6.6491130806966785,2.0,6.843970622371629e-07
ZNF492,basal_to_club,viper,-10.267256964624812,2.0,2.335590067525746e-12
ZNF492,basal_to_goblet,viper,-10.732718634521476,2.0,1.1318822865361758e-12
ZNF493,basal_to_ciliated,viper,7.066422559704223,3.0,3.551140645876863e-06
ZNF493,basal_to_club,viper,2.359560943204807,3.0,0.1401533145525928
ZNF493,basal_to_goblet,viper,0.8604261806436817,3.0,0.7471486086557234
ZNF496,basal_to_ciliated,viper,4.5807782408303295,3.0,0.0013538388972901
ZNF496,basal_to_club,viper,0.4669743959361595,3.0,0.8334168941322232
ZNF496,basal_to_goblet,viper,-2.1265322961649153,3.0,0.3215769049744401
ZNF497,basal_to_ciliated,viper,8.711848022224403,3.0,3.3628533826257585e-07
ZNF497,basal_to_club,viper,1.675851392933424,3.0,0.3776905187982057
ZNF497,basal_to_goblet,viper,1.2852845961680404,3.0,0.4970902778738713
ZNF500,basal_to_ciliated,viper,7.19729964299797,3.0,1.1276885186134722e-06
ZNF500,basal_to_club,viper,0.7520252875801992,3.0,0.4377771636670566
ZNF500,basal_to_goblet,viper,-1.2449402437975607,3.0,0.4564403780487877
ZNF501,basal_to_ciliated,viper,-2.0039617457444767,3.0,0.2559104082143667
ZNF501,basal_to_club,viper,-2.5003039850536326,3.0,0.2310394789629027
ZNF501,basal_to_goblet,viper,-3.373753130523888,3.0,0.124276257105996
ZNF502,basal_to_ciliated,viper,-3.486064834203487,3.0,0.0229454430167245
ZNF502,basal_to_club,viper,-3.0128733437301514,3.0,0.0598265132276757
ZNF502,basal_to_goblet,viper,-4.240605170224759,3.0,0.0180688945647751
ZNF503,basal_to_ciliated,viper,-8.961732165432565,3.0,1.9310583120646373e-07
ZNF503,basal_to_club,viper,-6.204176068368079,3.0,0.0001934543170656
ZNF503,basal_to_goblet,viper,-7.714526792743574,3.0,4.7347696529084034e-06
ZNF506,basal_to_ciliated,viper,2.8572822389809978,3.0,0.0472417412883728
ZNF506,basal_to_club,viper,1.3862701577667695,3.0,0.4743912305285545
ZNF506,basal_to_goblet,viper,-0.5697434647417066,3.0,0.7982126256613616
ZNF507,basal_to_ciliated,viper,4.035032551590797,3.0,0.0166561450514224
ZNF507,basal_to_club,viper,2.7628635786693176,3.0,0.1710810950637996
ZNF507,basal_to_goblet,viper,-0.2926377275454241,3.0,0.4856997854590421
ZNF510,basal_to_ciliated,viper,5.249769164796172,3.0,0.0037253520487537
ZNF510,basal_to_club,viper,3.5538418379191654,3.0,0.0305298113686292
ZNF510,basal_to_goblet,viper,2.0810633713699422,3.0,0.3814573862600828
ZNF511,basal_to_ciliated,viper,-5.112329566749338,3.0,0.0021861229701673
ZNF511,basal_to_club,viper,-7.478723488154081,3.0,5.658546511453003e-06
ZNF511,basal_to_goblet,viper,-6.596824028631574,3.0,4.567742642044658e-05
ZNF512,basal_to_ciliated,viper,3.7643161445872546,3.0,0.029323701955523
ZNF512,basal_to_club,viper,-1.1998038312288941,3.0,0.5378636362188318
ZNF512,basal_to_goblet,viper,-2.5950928864555123,3.0,0.2145921874170121
ZNF512B,basal_to_ciliated,viper,-5.026998459923217,3.0,0.0004985969091472
ZNF512B,basal_to_club,viper,-3.64451737152748,3.0,0.0249975458083636
ZNF512B,basal_to_goblet,viper,-4.126605795303191,3.0,0.0049854807083862
ZNF513,basal_to_ciliated,viper,4.676418713166083,3.0,0.0014434248177893
ZNF513,basal_to_club,viper,0.8599984273804043,3.0,0.5718241082565642
ZNF513,basal_to_goblet,viper,2.2212104208280574,3.0,0.302536456076138
ZNF514,basal_to_ciliated,viper,5.869975570864983,3.0,0.0002733839690987
ZNF514,basal_to_club,viper,1.2789851448112222,3.0,0.5462617506543799
ZNF514,basal_to_goblet,viper,-0.06209891514167382,3.0,0.8719228328467338
ZNF516,basal_to_ciliated,viper,11.475656564483646,3.0,1.4944590359036798e-17
ZNF516,basal_to_club,viper,0.7945141678806328,3.0,0.7609403217340589
ZNF516,basal_to_goblet,viper,1.0091918555950457,3.0,0.7040051018414255
ZNF517,basal_to_ciliated,viper,7.492474114177699,3.0,4.601146780768149e-06
ZNF517,basal_to_club,viper,0.46019116808060434,3.0,0.8218738196767066
ZNF517,basal_to_goblet,viper,1.04924580687983,3.0,0.7098735481833478
ZNF518A,basal_to_ciliated,viper,3.46801561936058,3.0,0.027732650056859
ZNF518A,basal_to_club,viper,1.071050473211404,3.0,0.5794525152720119
ZNF518A,basal_to_goblet,viper,-1.0064448950281077,3.0,0.7265659014104733
ZNF518B,basal_to_ciliated,viper,-4.221236917597594,3.0,0.0025140198511809
ZNF518B,basal_to_club,viper,-2.8439757347625316,3.0,0.0676272936691175
ZNF518B,basal_to_goblet,viper,-3.213780734765677,3.0,0.0345030863199632
ZNF519,basal_to_ciliated,viper,-9.473443985090928,3.0,2.611036844921082e-10
ZNF519,basal_to_club,viper,-11.400276912692846,3.0,4.5040698937467877e-14
ZNF519,basal_to_goblet,viper,-8.855984804783972,3.0,1.1753743504421324e-09
ZNF521,basal_to_ciliated,viper,-7.17340087258994,3.0,3.608661940131804e-06
ZNF521,basal_to_club,viper,-7.901970130758971,3.0,2.426280320927706e-07
ZNF521,basal_to_goblet,viper,-8.457537344996819,3.0,6.97079437432276e-08
ZNF524,basal_to_ciliated,viper,-0.19778031658331138,3.0,0.6698687591563827
ZNF524,basal_to_club,viper,1.344237090592236,3.0,0.5840023585004569
ZNF524,basal_to_goblet,viper,1.906829103610417,3.0,0.3452947053384054
ZNF525,basal_to_ciliated,viper,-1.3138058024617758,2.0,0.3550522518832615
ZNF525,basal_to_club,viper,-2.8117517575014523,2.0,0.0693246138687689
ZNF525,basal_to_goblet,viper,-4.9531882561318845,2.0,0.000913125556227
ZNF526,basal_to_ciliated,viper,-1.8403332551652152,3.0,0.123550882940067
ZNF526,basal_to_club,viper,-2.8157976645870484,3.0,0.1711101555166335
ZNF526,basal_to_goblet,viper,-3.1155013979191595,3.0,0.0984766572242461
ZNF527,basal_to_ciliated,viper,4.938452264964881,3.0,0.000641807967671
ZNF527,basal_to_club,viper,0.3316911799306915,3.0,0.5349393715247849
ZNF527,basal_to_goblet,viper,-2.3710260548318565,3.0,0.2797493080366632
ZNF528,basal_to_ciliated,viper,5.778963573254353,3.0,0.0002703868491166
ZNF528,basal_to_club,viper,1.1789077536138575,3.0,0.5520890856339543
ZNF528,basal_to_goblet,viper,0.25854327168533675,3.0,0.8401340328921268
ZNF529,basal_to_ciliated,viper,6.949074050491239,3.0,4.012762188693802e-05
ZNF529,basal_to_club,viper,2.0516950514734,3.0,0.2151897501852491
ZNF529,basal_to_goblet,viper,0.7404151492873043,3.0,0.7972080322474768
ZNF530,basal_to_ciliated,viper,-4.636144774550708,3.0,0.0024951424235195
ZNF530,basal_to_club,viper,-6.56745654110607,3.0,6.414109240634015e-06
ZNF530,basal_to_goblet,viper,-7.105153635741012,3.0,2.3663307067379765e-06
ZNF532,basal_to_ciliated,viper,-3.5071834979247964,3.0,0.0199740894751756
ZNF532,basal_to_club,viper,-3.7257060076316297,3.0,0.0208113635370115
ZNF532,basal_to_goblet,viper,-4.967051196699179,3.0,0.0019313089975724
ZNF534,basal_to_ciliated,viper,1.9674980183315487,2.0,0.1485325484529541
ZNF534,basal_to_club,viper,-1.4604464546347375,2.0,0.4784616524984529
ZNF534,basal_to_goblet,viper,-1.7020828851925214,2.0,0.3995748367776986
ZNF536,basal_to_ciliated,viper,7.343675301739093,3.0,1.3964902724872491e-05
ZNF536,basal_to_club,viper,-0.32927163916429675,3.0,0.8100173175874624
ZNF536,basal_to_goblet,viper,-0.9644109280051073,3.0,0.6944531807555434
ZNF540,basal_to_ciliated,viper,0.7077364664509732,3.0,0.6806031928952554
ZNF540,basal_to_club,viper,-1.5888903069136706,3.0,0.5627701277362479
ZNF540,basal_to_goblet,viper,-2.8487210386822777,3.0,0.1684321794325535
ZNF541,basal_to_ciliated,viper,-9.04038564782284,3.0,7.256442316174617e-08
ZNF541,basal_to_club,viper,-7.718048336228129,2.0,1.012665940663318e-08
ZNF541,basal_to_goblet,viper,-6.095394371805022,3.0,2.5491157633630308e-05
ZNF543,basal_to_ciliated,viper,-2.9130900898376875,3.0,0.0379884153963954
ZNF543,basal_to_club,viper,-5.226506520688082,3.0,0.0045470501801671
ZNF543,basal_to_goblet,viper,-5.797718892370986,3.0,0.0008572803766834
ZNF544,basal_to_ciliated,viper,7.649359371239478,3.0,5.56349224902193e-07
ZNF544,basal_to_club,viper,0.08782115882088816,3.0,0.6473127059280523
ZNF544,basal_to_goblet,viper,-0.2382783356701176,3.0,0.6266951558810238
ZNF546,basal_to_ciliated,viper,10.604009497930441,3.0,7.917083441078826e-12
ZNF546,basal_to_club,viper,0.34746347221724316,3.0,0.6043694567699747
ZNF546,basal_to_goblet,viper,1.2523454065322035,3.0,0.5881175383841888
ZNF547,basal_to_ciliated,viper,-0.497233270830857,3.0,0.6121713765817639
ZNF547,basal_to_club,viper,-3.9075482799417696,3.0,0.0128751219831728
ZNF547,basal_to_goblet,viper,-4.847181064271282,3.0,0.0014770462214127
ZNF548,basal_to_ciliated,viper,5.527380337939618,3.0,0.0004209133860732
ZNF548,basal_to_club,viper,1.6766344273845082,3.0,0.4240687381162007
ZNF548,basal_to_goblet,viper,0.6228950620751801,3.0,0.7741813770542965
ZNF549,basal_to_ciliated,viper,5.009383387259412,3.0,0.0010265757487241
ZNF549,basal_to_club,viper,0.7156060944120864,3.0,0.8346972634943929
ZNF549,basal_to_goblet,viper,0.699303901603905,3.0,0.7958989238645926
ZNF550,basal_to_ciliated,viper,2.3236014916242476,3.0,0.1999196536950605
ZNF550,basal_to_club,viper,-1.1489235260280792,3.0,0.6379864316656201
ZNF550,basal_to_goblet,viper,-2.005700599718827,3.0,0.2811977711391779
ZNF551,basal_to_ciliated,viper,-4.471747342168316,3.0,0.0020899028534445
ZNF551,basal_to_club,viper,-3.6361124036110506,3.0,0.0155373630115509
ZNF551,basal_to_goblet,viper,-4.281449704598011,3.0,0.0060012254734685
ZNF552,basal_to_ciliated,viper,7.0710031087875045,3.0,3.511936132615223e-05
ZNF552,basal_to_club,viper,4.530127666969847,3.0,0.0021585679475918
ZNF552,basal_to_goblet,viper,4.359903671708397,3.0,0.0048918177906078
ZNF554,basal_to_ciliated,viper,4.756997060095507,3.0,0.0015187259471863
ZNF554,basal_to_club,viper,-1.3248997809551801,3.0,0.5911073102669397
ZNF554,basal_to_goblet,viper,-1.0608334697997275,3.0,0.6627065782466076
ZNF555,basal_to_ciliated,viper,7.480204580626083,3.0,2.1057719170945217e-05
ZNF555,basal_to_club,viper,2.4947192308626787,3.0,0.1873697748249755
ZNF555,basal_to_goblet,viper,2.146162539317441,3.0,0.3045524030464334
ZNF556,basal_to_ciliated,viper,-3.957550238606127,3.0,0.0080295118184911
ZNF556,basal_to_club,viper,-4.358656630583325,3.0,0.0144229142367311
ZNF556,basal_to_goblet,viper,-2.8799697688363985,3.0,0.1757383574840644
ZNF557,basal_to_ciliated,viper,0.2638760205588441,3.0,0.3693661863627623
ZNF557,basal_to_club,viper,-1.7527267847785992,3.0,0.4711325179094375
ZNF557,basal_to_goblet,viper,-1.7198678536153962,3.0,0.4637716325330956
ZNF558,basal_to_ciliated,viper,4.08643982379401,3.0,0.0045570651960978
ZNF558,basal_to_club,viper,-1.50217985460714,3.0,0.3996203038601232
ZNF558,basal_to_goblet,viper,-3.101813661861131,3.0,0.1377169197479458
ZNF559,basal_to_ciliated,viper,3.240191899100469,3.0,0.0447741620100498
ZNF559,basal_to_club,viper,-0.38791561202663255,3.0,0.9006739960459239
ZNF559,basal_to_goblet,viper,-2.225056284046078,3.0,0.2202844501831669
ZNF560,basal_to_ciliated,viper,-9.531266966972252,3.0,2.9806429717227173e-09
ZNF560,basal_to_club,viper,-10.51400400717421,3.0,1.0592405643940171e-10
ZNF560,basal_to_goblet,viper,-9.808345348693576,3.0,1.334780419812781e-10
ZNF561,basal_to_ciliated,viper,2.7684390213519223,3.0,0.0949129097927187
ZNF561,basal_to_club,viper,-2.3772625945207624,3.0,0.2006236136647093
ZNF561,basal_to_goblet,viper,-2.28235477115314,3.0,0.2822993014795247
ZNF562,basal_to_ciliated,viper,-4.2893471000724155,3.0,0.0041558659775925
ZNF562,basal_to_club,viper,-3.638252544493333,3.0,0.0918365431029397
ZNF562,basal_to_goblet,viper,-0.2322816134662902,3.0,0.8575061020534607
ZNF563,basal_to_ciliated,viper,10.959671179732911,3.0,1.202572199729737e-10
ZNF563,basal_to_club,viper,-0.2035638304901235,2.0,0.9531057811454596
ZNF563,basal_to_goblet,viper,2.3671970731999754,3.0,0.2624000159582606
ZNF564,basal_to_ciliated,viper,5.275450400131814,3.0,0.0014751807424327
ZNF564,basal_to_club,viper,2.893497217511228,3.0,0.0679641950859813
ZNF564,basal_to_goblet,viper,2.0771226486407275,3.0,0.3523258849289052
ZNF565,basal_to_ciliated,viper,-1.6020417569949088,3.0,0.3199792949478113
ZNF565,basal_to_club,viper,-2.917916770345497,3.0,0.1344694183827677
ZNF565,basal_to_goblet,viper,-3.0698243112924404,3.0,0.0976353999860275
ZNF566,basal_to_ciliated,viper,0.45867476017701475,3.0,0.4963597198145557
ZNF566,basal_to_club,viper,-1.1596587451936213,3.0,0.54077312748882
ZNF566,basal_to_goblet,viper,-2.5644167370820092,3.0,0.1433287571702732
ZNF567,basal_to_ciliated,viper,-1.8646650893854524,3.0,0.3169427212940162
ZNF567,basal_to_club,viper,-2.95579724356032,3.0,0.0924999347566066
ZNF567,basal_to_goblet,viper,-4.363830728777685,3.0,0.0087663287451967
ZNF568,basal_to_ciliated,viper,2.5377072836153616,3.0,0.106093434490962
ZNF568,basal_to_club,viper,-0.7903355685467727,3.0,0.6521844198095096
ZNF568,basal_to_goblet,viper,-1.4707646982810343,3.0,0.4611345754824413
ZNF569,basal_to_ciliated,viper,8.99038491270767,3.0,4.753067997175261e-11
ZNF569,basal_to_club,viper,-1.794423342038214,3.0,0.3906183375881477
ZNF569,basal_to_goblet,viper,-1.8449528145070397,3.0,0.4291838767281616
ZNF57,basal_to_ciliated,viper,-2.9911312106487653,3.0,0.0423521322679062
ZNF57,basal_to_club,viper,-7.9282494759951465,3.0,1.5895545181099715e-06
ZNF57,basal_to_goblet,viper,-6.61104183416286,3.0,3.2319225963066157e-05
ZNF570,basal_to_ciliated,viper,5.398747233655543,3.0,0.0009003351489516
ZNF570,basal_to_club,viper,-1.5613188437038161,3.0,0.2520684057361571
ZNF570,basal_to_goblet,viper,-2.218630240955965,3.0,0.1065201132632219
ZNF571,basal_to_ciliated,viper,2.8235444662971365,3.0,0.0585642459082104
ZNF571,basal_to_club,viper,-0.8226052019621385,3.0,0.7819015067023519
ZNF571,basal_to_goblet,viper,-2.09026780552788,3.0,0.2811977711391779
ZNF572,basal_to_ciliated,viper,4.361203406518979,3.0,0.0024183582761403
ZNF572,basal_to_club,viper,-1.3447532159719557,3.0,0.6087757287834682
ZNF572,basal_to_goblet,viper,-2.1619403880008967,3.0,0.2874432183594012
ZNF573,basal_to_ciliated,viper,-1.008773520278762,3.0,0.5782752921557118
ZNF573,basal_to_club,viper,-1.9941916351329638,3.0,0.3890504551791545
ZNF573,basal_to_goblet,viper,-2.871017414118834,3.0,0.1176316411166764
ZNF574,basal_to_ciliated,viper,1.5780247027046517,3.0,0.0063610063177858
ZNF574,basal_to_club,viper,-4.936922690110813,3.0,0.0060210145410188
ZNF574,basal_to_goblet,viper,-5.03578311405655,3.0,0.0056806852733756
ZNF575,basal_to_ciliated,viper,-8.424631804936007,3.0,1.0821394160414805e-06
ZNF575,basal_to_club,viper,-7.205349759304343,3.0,3.2057262959363514e-05
ZNF575,basal_to_goblet,viper,-6.596566213597544,3.0,0.0002537916503685
ZNF576,basal_to_ciliated,viper,-3.3502556989212455,3.0,0.0342990621345562
ZNF576,basal_to_club,viper,-3.8232410384915605,3.0,0.0100650830176617
ZNF576,basal_to_goblet,viper,-3.005353103984224,3.0,0.0867807374164287
ZNF577,basal_to_ciliated,viper,-0.9994165207573038,3.0,0.5336422900268843
ZNF577,basal_to_club,viper,-1.0311060238669905,3.0,0.6779164473643067
ZNF577,basal_to_goblet,viper,-1.7385373024737645,3.0,0.4422223779147205
ZNF578,basal_to_ciliated,viper,-4.071561549632103,3.0,0.0154367646435938
ZNF578,basal_to_club,viper,-4.6318679394101725,3.0,0.0056436459622591
ZNF578,basal_to_goblet,viper,-4.01230988555293,3.0,0.0388978419990774
ZNF579,basal_to_ciliated,viper,2.3114915256496813,3.0,0.124426652979656
ZNF579,basal_to_club,viper,0.8754040483234004,3.0,0.6850418745619995
ZNF579,basal_to_goblet,viper,1.6922061697134163,3.0,0.4916034155082583
ZNF580,basal_to_ciliated,viper,-2.954751525297694,3.0,0.0968322330994058
ZNF580,basal_to_club,viper,0.34843193510655995,3.0,0.7427281450134239
ZNF580,basal_to_goblet,viper,-2.2942645940345217,3.0,0.2063960209989884
ZNF581,basal_to_ciliated,viper,-13.375488102178046,3.0,1.5841579861826712e-17
ZNF581,basal_to_club,viper,-6.6151344365482805,3.0,0.0001760466838052
ZNF581,basal_to_goblet,viper,-9.221766234939835,3.0,6.267969227639701e-08
ZNF582,basal_to_ciliated,viper,-1.6910419466703723,3.0,0.2649992377182376
ZNF582,basal_to_club,viper,-3.0351656913223297,3.0,0.1215338336972507
ZNF582,basal_to_goblet,viper,-3.189766876243824,3.0,0.1101819104654086
ZNF583,basal_to_ciliated,viper,-3.719085223859732,3.0,0.0312660554485032
ZNF583,basal_to_club,viper,-2.1622847889100387,3.0,0.2721120329777435
