,basal_to_club,basal_to_goblet,basal_to_ciliated
AKAP1-DT,0.8970672180912364,0.753392222707811,1.2255054267829393
AKAP10,0.9565095083587263,0.27707631016311385,0.2880594095021045
AKAP11,1.1347030229046973,0.70337496997153,0.9675218512423764
AKAP12,-0.9370423115682511,-0.25412826845319264,-0.9446086895012071
AKAP13,1.4218293659213819,1.260865308647677,0.2453005936520357
AKAP14,,0.7123988178113676,1.7877745574961144
AKAP17A,0.4557093612657208,0.14458194382990963,0.03580585837557155
AKAP3,,,1.2120425548355935
AKAP6,,-0.6818563498288207,1.694351885601276
AKAP7,0.5724475152985482,-0.4288178946786561,0.1313225621713406
AKAP8,-0.3305032306412082,-0.42664702355101214,-0.33792737253553845
AKAP8L,0.002187688342097361,-0.22724557339799648,0.01092809182551462
AKAP9,-0.1571212531664289,0.49088310822434644,1.1914840361177559
AKIP1,-1.1100606356251093,-0.9045318293932404,-1.463189569402681
AKIRIN1,-0.3566422159254393,-0.11406993655877518,0.6830296710572371
AKIRIN2,-0.17603503064548237,-1.1227779102279207,-1.0476528967115744
AKNA,0.3672146822231366,0.49393279490237996,2.071261816340021
AKR1A1,-0.23863087275494824,0.20843405210203939,-1.041151650006415
AKR1B1,-1.527662990942355,-1.6182040823995312,0.11651305386502492
AKR1B10,-1.446297748728284,-0.7905128214337563,-0.5992475517640323
AKR1C1,1.7099448704822764,0.4375217477725399,-0.4269404119023082
AKR1C2,-0.18914773109950248,-0.2546863386106088,-0.5505674220028083
AKR1C3,-0.7040583811748863,-1.2737302919471254,-0.2143468209653531
AKR7A2,-0.5412539333916857,-0.45383206144603583,0.7203868714187103
AKR7A3,,1.2446810074320886,0.5285557694058857
AKT1,0.854157163121396,0.8252067829354497,-0.07789269600784564
AKT1S1,0.30531189488675664,0.7910052295850192,-0.9915704796706728
AKT2,0.2781579212884607,0.023234957772258796,0.6528849890784308
AKT3,,-1.3759209815652749,-1.1467056192786433
AKTIP,-0.10045686525406362,-0.04936737578470547,-0.5361540687868238
ALAD,0.2623937190531124,-0.301678751406032,-1.1041156009432371
ALAS1,0.05195213188033889,0.09306563849659691,0.15702455496523324
ALCAM,1.9281573808785148,1.9786830472395571,0.9044541042829733
ALDH16A1,-0.4318224466844453,-0.3236171447166954,0.2884522179031405
ALDH18A1,1.4142767474426956,2.518568317751389,-0.3599539922949179
ALDH1A1,1.2184335666732147,1.0746937672405732,0.46796785608995034
ALDH1A3,1.1488444679970469,0.9985650032180875,-0.5055123337576235
ALDH1A3-AS1,,0.3220992627740335,-0.07316894592566899
ALDH1B1,-0.7284636511800003,-0.7714557445762912,-1.9139826770852455
ALDH1L1,0.7314695111663728,1.6017491417310656,0.8895227748720457
ALDH2,0.8628122583972576,-1.027141002557815,-1.4458256942885181
ALDH3A1,-2.0096819655052576,-1.8455893028452108,-0.40598113162546273
ALDH3A2,-2.120169758737935,-2.420024271519175,-1.7516987825284047
ALDH3B1,1.5328611914571704,1.830954443988453,2.0744916431197074
ALDH3B2,1.1238109207122013,1.4894452208230402,-0.17651194930978026
ALDH4A1,-1.4358903937829555,-1.6089356798748433,-2.307152826352156
ALDH5A1,0.10693955650330898,-0.40856798094227087,0.5786309091322394
ALDH6A1,1.02341996268303,0.6322386826884957,-1.14162978624959
ALDH7A1,-2.0744882193693357,-3.3824230508352997,-3.276153073025955
ALDH9A1,0.11620841474394249,-0.24316872370358125,-0.18034064666082056
ALDOA,-1.140861836317384,-0.7787518944864507,-1.125510382247663
ALDOC,-0.9015528600932035,-0.6047622591000422,-0.8485684530557442
ALG1,1.494487558011518,1.7613915681976446,0.3210189487140272
ALG10,,-0.7019917735934772,-0.06920226154794244
ALG10B,0.8054175317966709,0.5709384215491183,0.8022137143568281
ALG11,0.8905435539147935,0.5255167297587859,0.39068340231992915
ALG12,0.11203624065125184,0.4931190970100915,-0.85533954895651
ALG13,0.7974801005304772,1.4004661917627566,-0.8461403673143783
ALG14,0.8604757019997449,1.5288112137942416,-1.0139988873295511
ALG1L1P,-0.7566792048645595,0.451437735899489,0.7373426352576921
ALG1L2,,0.4203431337649058,
ALG2,1.5784186938695766,1.3895063439914175,0.40577654368961913
ALG3,0.478051306075825,0.9794738909241851,-1.23878823320661
ALG5,0.4569871329205219,1.2717062443481006,-1.2112574446280067
ALG6,-0.35934296109321673,0.0041423060202663365,-0.5468440618230721
ALG8,-0.1023086200944501,0.010445975280426394,-0.6228647232957432
ALG9,0.6256307132028477,0.2918918619057817,-0.4799840631746282
ALKAL1,,1.3450235874493983,
ALKBH1,-0.07364186187960252,-0.01008575680421713,-0.0165809828375434
ALKBH2,-1.7069718471192492,-1.9453607882218775,-2.1441553045580326
ALKBH3,-0.2985632466629598,0.35432891795196303,0.026192210512113553
ALKBH4,-0.7356888553945544,-0.7966817817486439,-1.1606340807883222
ALKBH5,0.4404332672591283,0.5065874488591857,0.9320263452997077
ALKBH6,0.34513164182951184,-0.033504820432691734,0.21010735576906042
ALKBH7,0.501940049620972,0.8043736675070243,-0.8575145932944885
ALKBH8,,-0.7949514246639442,-0.44788066038005
ALMS1,0.41143535992211616,0.07824305047794067,2.1150494065820977
ALOX15,-1.2585957316774739,-1.2246122027018473,0.6459058222571109
ALOX5,,0.7259273374814003,-0.3040044855225643
ALOX5AP,,0.7440958192574717,0.5003807924494886
ALPK1,0.5527541229593833,0.573271767135478,0.7897989035838705
ALPK3,,,1.4113279885177081
ALPL,2.4050774194534843,2.326833395926701,-0.41828792019134375
ALS2,0.6815171369039992,0.643939159541719,1.3789199943505346
ALS2CL,-0.9568734295735306,-0.8016388615625212,-0.31745024869093735
ALYREF,0.07641304504872316,-0.08637506095067893,0.19510636306679363
AMACR,,0.39256602863465245,0.5499098050406582
AMBRA1,0.7717899233943181,0.9203709696123371,0.5374597359369807
AMD1,-0.35369891160596706,-0.2924557218579358,-0.8954150778292556
AMDHD2,1.0316186419664497,0.23797786628295156,0.8717526050503489
AMER1,,-0.19721959436020386,
AMFR,0.3198206773973305,0.3198238293118123,0.3517242141584135
AMIGO1,,0.8330801280099366,
AMIGO2,-1.913587023504973,-2.4166709348858717,-0.7828688198763006
AMMECR1,0.21924599382781526,0.7692749013782617,-0.3401224957844588
AMMECR1L,0.5789704754104591,-0.4931190970100915,0.03184694734924827
AMN,0.9597893745580347,1.9084743719372197,-0.7972848303993697
